name	SRX2026434	SRX2026414	SRX2026415	SRX2026416	SRX2026417	SRX2026436	SRX2026437	SRX2026412	SRX2026413	SRX2026418	SRX2026419	SRX2026432	SRX2026433	SRX2026430	SRX2026431	SRX2026421	SRX2026420	SRX2026423	SRX2026422	SRX2026425	SRX2026424	SRX2026427	SRX2026426	SRX2026429	SRX2026428	SRX2026435
hsa-miR-6808-3p	10	0	0	8	0	0	7	0	8	0	11	0	0	0	5	0	0	0	0	0	3	7	5	7	4	0	75.0
hsa-miR-4726-5p	0	0	0	2	0	0	19	0	0	0	7	0	6	4	6	0	0	4	0	2	9	2	0	2	3	9	75.0
hsa-miR-4734	19	8	0	4	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	3	0	0	8	75.0
hsa-miR-3691-3p	6	0	0	6	6	0	10	0	5	4	0	0	0	19	4	0	0	0	0	0	0	0	14	0	0	0	74.0
hsa-miR-4999-5p	4	0	0	7	0	8	0	0	12	4	4	7	7	0	2	0	0	0	0	0	0	17	0	2	0	0	74.0
hsa-miR-4449	5	0	6	4	3	2	6	2	0	0	4	2	10	11	5	0	0	2	2	2	0	0	0	6	0	0	72.0
hsa-miR-6868-3p	0	10	14	10	0	0	0	6	0	4	0	0	3	0	0	3	3	6	0	4	0	2	0	2	4	0	71.0
hsa-miR-4676-5p	2	2	0	3	0	0	0	7	0	0	10	0	3	0	0	0	3	18	0	6	0	2	0	7	7	0	70.0
hsa-miR-6729-5p	13	3	6	4	0	0	0	7	0	2	0	7	0	0	0	3	0	5	0	3	0	0	7	6	4	0	70.0
hsa-miR-3202	15	0	2	8	0	3	5	7	0	4	0	0	0	0	0	3	0	0	0	12	0	3	0	5	2	0	69.0
hsa-miR-5584-5p	0	6	3	8	0	0	3	0	0	0	7	7	7	0	0	8	0	0	0	2	0	6	0	7	5	0	69.0
hsa-miR-6818-5p	0	0	0	0	0	0	2	0	0	5	0	6	0	14	0	18	0	3	0	4	10	3	0	4	0	0	69.0
hsa-miR-7855-5p	0	0	0	0	0	0	5	14	0	2	0	3	2	9	0	0	0	0	0	0	0	4	0	14	3	13	69.0
hsa-miR-548a-3p	0	0	0	0	0	0	0	0	0	4	0	0	10	0	4	8	0	16	0	5	0	10	4	4	3	0	67.95
hsa-miR-34b-3p	3	8	0	4	0	5	0	2	0	11	6	0	5	0	0	11	0	0	0	6	0	2	0	0	4	0	67.0
hsa-miR-4716-3p	0	0	0	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	3	0	0	2	14	4	19	67.0
hsa-miR-4521	0	8	0	17	0	0	0	0	0	3	0	0	2	0	8	0	4	2	0	3	0	0	18	0	2	0	67.0
hsa-miR-6753-3p	0	2	0	0	0	0	5	9	5	0	0	6	2	0	0	9	0	0	0	6	8	7	8	0	0	0	67.0
hsa-miR-181b-2-3p	16	0	0	0	6	0	0	0	0	0	2	11	2	0	0	0	0	2	0	2	0	0	18	7	0	0	66.0
hsa-miR-4659b-5p	0	0	0	7	0	0	0	3	0	0	2	0	6	24	4	0	0	0	2	0	9	7	0	0	2	0	66.0
hsa-miR-3186-3p	5	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	14	0	16	0	7	0	66.0
hsa-miR-451b	4	0	0	18	4	0	3	3	0	2	0	0	0	3	3	0	0	6	0	4	2	9	0	0	4	0	65.0
hsa-miR-4804-5p	6	0	0	7	0	2	4	0	0	3	0	0	2	12	0	4	4	0	4	0	0	4	4	0	7	0	63.0
hsa-miR-509-3-5p	10	0	0	0	0	0	5	0	0	0	0	3	4	0	6	0	0	0	2	0	0	3	0	7	2	21	63.0
hsa-miR-6500-3p	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	9	3	16	0	0	25	62.0
hsa-miR-188-5p	5	0	0	0	0	0	9	6	0	0	9	3	0	11	2	0	0	5	2	0	0	4	4	2	0	0	62.0
hsa-miR-4748	0	3	0	0	0	0	5	8	0	4	0	0	0	0	0	0	0	0	4	0	0	0	20	16	2	0	62.0
hsa-miR-3918	0	0	2	0	0	2	0	13	0	5	0	0	0	0	0	0	0	0	0	5	5	0	0	3	0	26	61.0
hsa-miR-1303	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	18	20	2	16	61.0
hsa-miR-4707-5p	0	0	3	7	0	3	0	17	9	0	0	2	0	0	0	5	4	0	0	0	0	4	7	0	0	0	61.0
hsa-miR-6755-5p	3	0	0	0	0	7	0	10	0	3	0	6	2	0	0	0	3	0	5	3	0	0	5	12	2	0	61.0
hsa-miR-3128	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	19	0	0	2	2	13	2	6	0	0	0	61.0
hsa-miR-3117-3p	8	0	0	0	0	0	0	0	0	0	0	12	0	23	0	0	0	0	3	0	11	0	0	0	4	0	61.0
hsa-miR-4754	14	0	0	4	3	2	0	0	3	0	0	0	0	0	3	4	0	0	0	12	12	4	0	0	0	0	61.0
hsa-miR-7155-3p	11	0	2	0	9	0	0	4	0	0	0	3	0	20	2	0	2	0	0	0	0	0	6	2	0	0	61.0
hsa-miR-6733-5p	9	0	0	0	0	3	0	0	0	4	6	0	0	0	0	0	0	0	0	5	0	4	14	7	8	0	60.0
hsa-miR-6734-3p	7	0	2	6	2	3	0	2	21	0	8	0	2	0	0	0	0	0	0	3	0	4	0	0	0	0	60.0
hsa-miR-2278	14	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	2	0	0	0	0	0	28	6	2	0	60.0
hsa-miR-3065-5p	2	14	0	0	0	0	0	0	0	0	0	0	4	0	3	0	9	0	13	0	0	5	0	6	3	0	59.0
hsa-miR-4667-5p	0	0	3	2	17	2	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	8	2	5	7	59.0
hsa-miR-6513-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	5	5	0	2	0	0	14	9	4	0	58.0
hsa-miR-8072	0	4	0	4	0	6	15	0	0	0	0	0	0	14	0	6	0	0	0	0	2	0	0	0	0	6	57.0
hsa-miR-4446-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	3	18	0	0	0	0	0	0	0	31	57.0
hsa-miR-4797-3p	0	0	0	12	0	0	8	0	0	0	8	2	4	0	3	4	0	8	6	2	0	0	0	0	0	0	57.0
hsa-miR-4644	2	11	0	0	6	0	0	0	4	0	0	15	0	0	3	4	0	0	3	0	0	2	2	4	0	0	56.0
hsa-miR-4635	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3	0	16	3	0	4	0	0	56.0
hsa-miR-491-5p	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4	0	0	7	0	2	2	0	56.0
hsa-miR-6514-3p	0	0	0	0	0	3	0	5	0	7	10	0	3	20	0	4	2	0	0	0	0	0	0	2	0	0	56.0
hsa-miR-4638-5p	0	0	0	0	0	0	0	0	16	5	11	0	0	0	8	0	0	0	4	7	0	0	5	0	0	0	56.0
hsa-miR-6882-3p	12	8	0	6	0	3	0	0	0	0	0	0	0	0	3	0	0	17	0	0	0	0	0	0	0	7	56.0
hsa-miR-3916	3	0	0	0	0	0	0	10	0	4	0	4	0	0	0	3	0	0	0	0	0	0	0	10	0	21	55.0
hsa-miR-6861-5p	0	3	0	0	0	0	0	3	0	0	0	0	4	11	4	2	0	3	4	0	9	0	0	12	0	0	55.0
hsa-miR-4688	0	2	0	3	0	0	0	0	6	0	0	0	8	30	6	0	0	0	0	0	0	0	0	0	0	0	55.0
hsa-miR-627-5p	0	0	7	0	0	3	3	0	0	0	0	4	0	0	0	4	0	0	8	0	10	6	7	0	3	0	55.0
hsa-miR-3944-5p	4	0	0	0	0	5	0	0	0	0	0	4	2	0	0	6	2	12	0	4	11	0	5	0	0	0	55.0
ebv-miR-BART1-5p	0	0	0	44	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	55.0
hsa-miR-4743-5p	12	2	0	0	2	8	0	0	0	3	2	8	6	0	0	0	0	0	0	0	0	5	3	3	0	0	54.0
hsa-miR-4741	0	0	0	0	5	0	6	3	0	0	0	11	0	0	0	0	0	12	0	0	0	0	13	0	4	0	54.0
hsa-miR-3609	0	12	3	0	0	0	0	0	0	0	0	0	7	0	0	15	0	0	0	0	0	0	5	10	2	0	54.0
hsa-miR-3175	3	0	2	0	0	2	0	0	0	4	0	0	0	14	2	0	4	9	0	2	2	2	4	0	3	0	53.0
hsa-miR-1275	0	0	0	0	0	5	0	0	0	0	0	0	0	6	2	0	0	5	6	0	0	4	8	2	0	15	53.0
hsa-miR-2355-5p	0	7	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	4	0	0	0	27	5	0	53.0
hsa-miR-769-3p	0	0	0	0	0	2	10	0	0	0	0	0	0	31	3	0	0	0	0	0	0	4	0	0	3	0	53.0
hsa-miR-34a-5p	3	0	0	7	0	2	0	15	0	5	0	0	0	0	0	0	0	6	2	0	0	2	2	7	2	0	53.0
hsa-miR-514a-3p	0	0	0	0	0	0	0	0	19	2	10	0	0	0	0	0	3	0	2	6	0	9	0	0	2	0	52.65
hsa-miR-12114	8	0	0	0	0	0	4	0	0	0	0	0	0	21	0	9	0	0	0	0	0	5	0	5	0	0	52.0
hsa-miR-29b-1-5p	0	0	5	6	0	4	5	0	11	2	0	0	2	0	0	0	0	0	0	0	2	9	0	0	6	0	52.0
hsa-miR-6807-5p	0	0	0	0	0	0	12	0	0	0	16	0	2	10	0	0	0	4	0	0	5	3	0	0	0	0	52.0
hsa-miR-3178	5	0	2	0	8	0	0	0	0	5	4	0	4	5	3	3	0	0	0	3	0	0	2	0	3	5	52.0
hsa-miR-5683	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	16	3	0	11	52.0
hsa-miR-6797-3p	0	0	0	15	0	0	0	0	0	4	0	0	2	0	5	0	0	9	0	3	0	3	10	0	0	0	51.0
hsa-miR-6736-5p	0	3	0	0	0	0	0	0	0	0	5	21	0	0	7	0	2	0	2	0	3	0	0	2	6	0	51.0
hsa-miR-552-3p	0	3	0	3	0	0	0	0	0	6	0	6	0	0	0	0	0	9	5	0	0	2	12	5	0	0	51.0
hsa-miR-4646-5p	7	0	0	0	12	0	0	5	3	4	0	0	0	0	4	3	0	0	0	8	0	0	5	0	0	0	51.0
hsa-miR-183-3p	11	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	5	0	0	0	9	6	0	0	0	51.0
hsa-miR-3920	0	3	0	0	0	0	0	3	0	3	0	10	0	12	0	4	5	0	3	2	0	0	0	2	3	0	50.0
hsa-miR-6819-3p	0	0	0	0	0	0	11	12	0	6	0	0	4	0	5	2	0	0	0	3	0	0	0	0	0	7	50.0
hsa-miR-570-3p	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	34	2	0	0	4	0	0	0	0	50.0
hsa-miR-4731-5p	0	0	0	0	5	0	5	0	0	3	0	0	0	13	2	4	0	8	0	0	0	0	0	6	4	0	50.0
hsa-miR-3130-5p	13	3	0	6	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	3	0	49.0
hsa-miR-6730-3p	0	0	0	0	0	0	0	14	9	11	0	0	0	0	0	0	0	7	0	3	0	0	0	5	0	0	49.0
hsa-miR-1256	10	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	15	9	0	0	2	0	49.0
hsa-miR-4796-3p	5	2	2	4	0	4	0	5	0	0	0	0	0	0	2	0	0	10	0	5	0	2	5	0	3	0	49.0
hsa-miR-216a-3p	0	0	0	0	0	0	14	4	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	49.0
hsa-miR-6770-3p	2	4	2	0	0	0	0	3	0	0	0	0	3	0	0	10	0	0	0	2	0	5	16	0	2	0	48.87
hsa-miR-2467-3p	0	0	0	0	0	0	3	0	0	0	13	0	0	28	0	4	0	0	0	0	0	0	0	0	0	0	48.0
hsa-miR-3173-3p	6	5	0	0	0	0	21	0	0	3	0	0	0	0	0	9	0	0	2	0	0	0	0	0	2	0	48.0
hsa-miR-3183	0	0	0	0	5	0	15	0	0	4	0	0	0	0	0	0	0	0	2	2	0	0	0	3	10	7	48.0
hsa-miR-6817-3p	7	0	0	0	0	0	3	0	0	0	0	0	2	14	4	0	0	6	0	2	0	10	0	0	0	0	48.0
hsa-miR-7705	9	0	0	7	0	7	0	0	0	0	0	16	0	0	0	9	0	0	0	0	0	0	0	0	0	0	48.0
hsa-miR-550b-2-5p	20	2	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	3	0	0	7	0	0	8	0	2	47.599999999999994
hsa-miR-6859-3p	0	0	4	2	0	0	4	8	0	4	5	0	3	0	3	0	0	0	0	0	0	3	5	0	6	0	47.04
hsa-miR-4658	0	0	2	0	0	4	0	6	0	0	0	15	5	0	0	4	0	0	0	0	0	0	0	11	0	0	47.0
hsa-miR-16-1-3p	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	10	11	0	15	47.0
hsa-miR-219b-5p	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	15	0	6	0	0	0	0	9	0	4	0	47.0
hsa-miR-129-1-3p	0	0	0	0	0	0	0	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	27	0	2	2	46.5
hsa-miR-548ab	2	0	0	0	2	5	0	1	0	0	9	0	0	12	1	4	0	0	0	4	0	0	3	1	0	4	46.5
hsa-miR-4637	0	0	0	0	6	3	0	0	19	0	0	0	2	0	8	0	6	0	0	0	0	0	0	0	2	0	46.0
hsa-miR-675-3p	7	0	2	0	0	2	0	3	0	0	0	0	0	24	0	0	0	0	7	0	0	0	0	0	0	0	45.0
hsa-miR-6749-3p	5	0	0	0	0	0	0	0	9	0	9	0	2	0	2	0	0	0	0	0	0	4	0	0	0	14	45.0
hsa-miR-514a-5p	3	0	4	0	0	0	7	12	0	0	0	0	2	2	0	2	8	3	0	0	0	0	0	0	0	2	45.0
hsa-miR-6866-3p	14	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	4	0	10	45.0
hsa-miR-6820-3p	5	0	0	0	8	0	0	0	9	0	4	0	2	0	0	9	0	3	0	2	0	3	0	0	0	0	45.0
hsa-miR-513c-5p	13	0	0	0	0	0	0	0	0	2	10	6	0	0	0	0	0	4	0	3	0	2	0	5	0	0	45.0
hsa-miR-4683	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	11	0	7	7	0	6	0	0	0	44.0
hsa-miR-4639-5p	14	0	5	0	0	6	0	6	0	2	0	4	0	0	2	0	2	0	0	0	0	0	3	0	0	0	44.0
hsa-miR-1226-5p	0	0	0	0	0	0	7	0	0	0	0	4	0	26	2	2	0	3	0	0	0	0	0	0	0	0	44.0
hsa-miR-487a-3p	0	0	0	0	0	0	17	0	0	0	0	0	13	0	2	0	0	0	0	10	0	0	0	0	2	0	44.0
hsa-miR-6826-3p	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	10	0	0	6	0	0	44.0
hsa-miR-1276	11	3	0	0	0	0	0	0	0	2	13	0	0	0	2	6	0	0	0	2	0	0	0	3	2	0	44.0
hsa-miR-4491	0	0	0	0	2	0	13	4	5	5	0	0	0	10	0	0	0	3	0	0	0	0	0	0	2	0	44.0
hsa-miR-548at-3p	4	0	0	0	0	2	5	0	0	0	7	8	0	0	0	12	0	0	0	0	0	4	0	0	2	0	44.0
hsa-miR-6819-5p	0	0	0	0	0	0	0	12	0	5	8	2	0	0	3	2	0	0	2	2	7	0	0	0	0	0	43.0
hsa-miR-3166	0	2	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	3	0	6	2	14	4	0	43.0
hsa-miR-128-1-5p	0	0	0	0	0	0	2	6	0	3	0	0	4	0	2	4	2	2	0	7	0	9	0	0	2	0	43.0
hsa-miR-6875-5p	0	0	0	2	0	4	0	0	5	3	2	2	0	0	0	4	3	7	0	0	6	0	0	5	0	0	43.0
hsa-miR-4498	3	0	0	0	2	3	0	0	0	4	0	0	3	0	3	0	0	0	0	5	8	0	0	0	0	12	43.0
hsa-miR-187-3p	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	12	0	0	0	0	0	5	0	10	8	0	42.0
hsa-miR-504-3p	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	2	7	0	4	0	0	11	42.0
hsa-miR-3187-5p	0	8	0	0	0	0	0	0	0	3	0	18	3	0	0	0	0	2	0	0	0	0	5	3	0	0	42.0
hsa-miR-6787-3p	9	0	0	0	0	0	0	17	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	42.0
hsa-miR-6739-3p	7	0	0	0	7	2	11	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	41.0
ebv-miR-BART16	0	0	0	28	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	41.0
hsa-miR-6761-5p	0	0	0	2	0	0	3	7	4	0	0	0	0	0	0	3	3	0	0	0	12	0	0	7	0	0	41.0
hsa-miR-7845-5p	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	7	6	0	0	12	41.0
hsa-miR-3180	6	0	0	0	1	0	3	1	1	1	4	1	1	4	1	0	0	2	0	0	1	1	1	3	0	8	40.4
hsa-miR-6772-5p	0	0	0	2	0	0	0	0	0	0	0	8	9	0	5	0	0	0	0	0	5	4	0	4	3	0	40.0
hsa-miR-6511b-5p	11	3	0	1	0	1	0	1	0	3	0	4	1	0	2	0	0	2	1	1	0	0	1	1	4	4	40.0
hsa-miR-4479	0	0	0	0	0	0	0	2	0	0	0	0	0	14	0	6	2	0	2	0	0	3	3	3	5	0	40.0
hsa-miR-6894-3p	13	0	0	0	0	4	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	40.0
hsa-miR-4779	2	0	0	4	12	0	5	0	0	0	0	9	2	0	0	0	0	0	3	0	0	0	0	0	3	0	40.0
hsa-miR-5006-3p	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	8	3	0	0	0	7	6	0	39.0
hsa-miR-551b-5p	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	13	2	4	0	4	0	0	5	0	39.0
hsa-miR-643	6	0	0	0	0	2	0	0	0	4	0	0	4	0	0	0	0	10	0	0	0	0	10	0	3	0	39.0
hsa-miR-3680-3p	16	0	0	0	13	0	0	0	0	2	0	0	0	0	2	2	0	0	0	4	0	0	0	0	0	0	39.0
hsa-miR-6782-3p	19	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	38.0
ebv-miR-BART19-3p	0	0	0	15	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	38.0
hsa-miR-1227-3p	6	0	0	0	0	2	0	3	0	0	16	0	0	0	2	0	0	0	0	5	0	0	0	4	0	0	38.0
hsa-miR-4765	0	0	0	0	10	0	0	0	0	2	0	0	3	0	3	0	0	0	9	0	0	2	9	0	0	0	38.0
hsa-miR-4492	4	0	0	0	2	0	2	1	0	0	5	0	1	6	0	1	0	0	0	0	2	0	2	1	3	10	37.5
hsa-miR-3065-3p	0	0	0	0	0	0	0	0	0	0	0	6	0	20	3	0	0	0	0	0	0	0	8	0	0	0	37.0
hsa-miR-6825-5p	4	0	3	0	3	0	0	3	0	0	0	5	0	0	0	0	0	6	0	3	0	0	0	10	0	0	37.0
hsa-miR-6785-5p	0	0	0	6	0	0	3	0	0	0	3	0	0	0	0	14	3	5	0	0	0	0	0	3	0	0	37.0
	sumhsa-miR-3936	16	2	5	0	0	7	3	9	17	5	0	4	8	0	0	0	0	0	4	0	8	0	0	0	6	36	130.0
hsa-miR-6727-5p	0	0	0	0	0	4	0	0	0	0	0	5	2	8	3	0	3	0	0	0	6	3	0	2	0	0	36.0
hsa-miR-4648	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	4	0	0	15	0	0	0	36.0
hsa-miR-4691-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	5	0	0	0	36.0
hsa-miR-584-3p	15	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	36.0
hsa-miR-3942-5p	0	3	0	7	0	0	0	0	0	0	0	0	0	0	5	9	4	0	4	0	0	0	0	4	0	0	36.0
hsa-miR-4510	3	0	1	1	1	0	0	1	3	1	2	1	1	1	2	0	0	3	2	2	2	2	2	2	3	1	35.7
hsa-miR-589-3p	3	0	0	13	0	5	0	0	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	7	0	0	35.0
hsa-miR-552-5p	0	9	0	0	0	0	0	0	17	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	35.0
hsa-miR-4728-3p	0	0	0	0	0	0	0	0	0	0	19	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	35.0
hsa-miR-4753-3p	0	0	0	0	10	9	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	4	0	35.0
hsa-miR-6740-5p	0	0	0	0	0	0	11	5	0	3	0	0	0	0	0	0	0	10	0	0	0	2	4	0	0	0	35.0
hsa-miR-6876-5p	0	3	0	0	0	0	0	0	0	7	0	0	5	0	2	0	0	8	0	4	0	6	0	0	0	0	35.0
hsa-miR-6895-5p	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	21	34.0
hsa-miR-378b	2	0	0	0	0	0	2	12	0	0	2	2	0	0	0	2	0	2	0	4	0	3	3	0	0	0	34.0
hsa-miR-3129-5p	0	0	2	0	7	0	0	0	2	0	0	0	4	0	0	0	0	11	0	0	0	0	0	5	3	0	34.0
hsa-miR-7109-3p	0	7	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	8	0	0	6	0	0	34.0
hsa-miR-1234-3p	0	2	0	0	0	4	0	0	5	2	0	3	0	0	0	0	0	0	0	0	13	0	2	2	0	0	33.0
hsa-miR-6840-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	16	0	0	8	0	0	0	0	0	33.0
hsa-miR-556-3p	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	9	4	4	0	0	3	5	0	0	33.0
hsa-miR-4747-5p	0	0	0	0	0	0	3	0	0	0	0	0	0	25	0	0	0	3	0	0	0	0	0	2	0	0	33.0
hsa-miR-5001-5p	10	0	0	3	0	3	3	0	0	0	5	0	2	0	0	0	0	0	0	3	0	0	0	0	4	0	33.0
Hsa-Mir-599_5p	0	4	0	0	0	3	2	0	0	0	0	0	2	16	0	0	0	3	0	0	0	0	0	0	3	0	33.0
hsa-miR-6735-3p	0	4	0	0	0	0	0	6	0	2	0	0	2	0	3	0	0	8	0	2	0	0	0	2	4	0	33.0
hsa-miR-4632-5p	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	20	32.0
hsa-miR-187-5p	5	5	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	32.0
hsa-miR-3144-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	17	0	0	0	32.0
hsa-miR-3074-3p	0	0	0	0	0	0	0	0	0	0	0	7	7	0	4	0	5	0	0	0	0	3	0	0	5	0	31.0
hsa-miR-548ar-3p	0	0	0	0	0	0	0	4	0	0	0	0	0	15	0	0	0	0	2	0	0	0	0	8	2	0	31.0
hsa-miR-1269b	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	31.0
hsa-miR-6787-5p	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	5	0	0	0	3	0	0	9	0	2	0	31.0
hsa-miR-4785	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	14	3	2	0	31.0
hsa-miR-5582-3p	9	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	31.0
hsa-miR-337-5p	5	0	2	0	0	0	3	0	0	0	0	7	0	0	0	0	0	8	4	0	0	0	0	2	0	0	31.0
hsa-miR-940	3	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	3	8	2	0	30.0
hsa-miR-412-3p	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	11	0	0	0	9	0	0	0	30.0
hsa-miR-1289	0	0	0	0	0	10	0	3	10	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	30.0
hsa-miR-6823-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	0	0	14	0	0	30.0
hsa-miR-549a-3p	0	7	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	7	0	30.0
hsa-miR-6802-3p	5	0	7	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	30.0
hsa-miR-519d-3p	0	0	0	0	0	0	0	0	0	0	0	0	4	26	0	0	0	0	0	0	0	0	0	0	0	0	30.0
hsa-miR-6505-5p	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	7	0	0	13	0	0	30.0
hsa-miR-2277-3p	0	0	0	0	0	0	0	9	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	4	0	0	29.0
hsa-miR-511-3p	0	0	0	0	0	0	15	0	0	3	0	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	29.0
hsa-miR-1537-3p	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.0
hsa-miR-1185-2-3p	0	0	0	2	0	0	12	0	0	0	3	2	2	0	2	0	0	0	0	4	0	0	0	0	2	0	28.5
hsa-miR-5587-3p	7	0	4	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	2	2	0	5	0	3	0	0	28.0
hsa-miR-4646-3p	0	0	0	6	7	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	8	0	0	0	0	0	28.0
hsa-miR-6715a-3p	0	0	0	0	6	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	28.0
hsa-miR-9901	2	0	13	2	0	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	28.0
hsa-miR-181b-3p	3	0	0	0	0	2	7	4	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	2	2	0	28.0
hsa-miR-1827	3	1	1	1	1	1	3	0	1	3	1	0	1	0	0	1	0	4	1	1	0	3	1	3	1	0	27.710000000000008
hsa-miR-5192	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	5	0	0	0	0	15	27.0
hsa-miR-5196-3p	7	0	0	3	0	0	0	0	0	3	0	0	10	0	0	0	0	0	2	0	0	0	2	0	0	0	27.0
hsa-miR-5187-3p	0	0	0	0	0	0	0	0	0	3	0	0	2	20	0	0	0	0	0	0	0	0	0	0	2	0	27.0
hsa-miR-4436b-3p	0	0	0	0	0	11	0	0	0	0	0	3	4	0	0	0	0	0	0	3	0	0	6	0	0	0	27.0
hsa-miR-5000-3p	0	0	0	0	0	0	0	0	0	0	0	5	0	13	2	0	0	0	0	0	0	7	0	0	0	0	27.0
hsa-miR-6853-3p	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	7	0	0	0	0	0	7	0	0	4	0	27.0
hsa-miR-455-3p	0	0	0	0	10	0	5	0	0	0	0	0	4	0	0	0	4	0	0	2	0	0	0	0	2	0	27.0
