name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-340-5p	247	275	843	1216	82	278	168	58	271	326	137	69	7359	5942	944	185	121	298	167	476	145	472	51	466	226	80	195	261	194	139	346	276	32	42	980	563	2692	179	2022	11666	277	219	345	446	235	1425	679	157	44272.0
hsa-miR-375-3p	1448	1112	1437	516	78	694	387	205	395	324	636	360	320	1337	590	54	701	550	900	68	344	494	203	1166	225	1339	140	807	787	254	619	835	12	56	1345	1663	807	318	343	407	1356	222	1312	597	3114	11309	881	85	43152.0
hsa-miR-345-5p	187	207	1213	969	18	69	195	29	93	117	112	64	3796	9723	929	82	192	421	211	1009	89	377	70	565	374	114	143	326	735	73	857	348	246	67	472	1223	8314	446	3010	3450	169	93	430	161	213	671	332	85	43089.0
hsa-miR-421	201	258	726	757	17	171	236	29	276	169	91	57	4990	9425	738	134	186	496	244	983	125	452	94	647	504	186	340	152	499	147	598	326	92	103	568	719	5113	192	2075	6198	177	146	417	217	219	508	482	34	41514.0
hsa-miR-146b-5p	641	216	292	1456	8	179	106	42	157	131	115	30	5403	7122	460	116	127	325	267	228	81	118	173	687	101	43	94	321	245	126	311	217	36	9	528	1917	1569	617	1358	12253	174	86	425	118	220	1147	284	32	40707.5
hsa-miR-15b-5p	166	325	1005	815	10	101	246	95	185	151	63	67	4902	11112	647	121	160	556	339	311	135	302	72	310	141	86	132	135	491	120	544	160	175	76	411	549	5566	193	2264	5471	190	134	253	170	183	211	324	46	40221.0
hsa-miR-181c-5p	165	183	385	750	39	135	120	10	152	127	80	47	5825	7153	673	126	143	363	144	477	59	337	57	314	48	19	196	146	92	70	214	150	31	9	485	1052	2019	189	1719	10971	205	134	302	265	93	270	383	8	36934.0
hsa-miR-501-3p	279	188	776	396	12	91	223	72	90	94	95	37	2382	12956	747	72	146	418	166	632	78	259	130	940	634	436	381	189	678	58	1045	182	778	143	120	1051	4417	165	2387	1034	215	33	349	106	234	200	443	143	36698.84
hsa-miR-142-3p	281	302	517	949	9	184	189	26	167	216	109	58	6429	7738	774	149	127	315	226	255	82	363	94	343	60	41	156	160	143	106	244	171	54	27	445	730	2456	152	1645	7740	190	188	370	174	234	94	468	45	35995.0
hsa-miR-1307-3p	178	221	891	896	33	110	131	21	165	237	132	51	7731	6961	826	106	115	187	102	161	60	240	40	238	120	56	126	104	186	64	176	102	66	29	400	566	1730	189	1710	7615	109	101	223	160	160	702	447	49	35023.0
hsa-miR-410-3p	126	32	440	1324	9	34	31	10	131	44	19	37	6407	6013	1311	32	76	164	132	91	27	322	41	354	174	50	221	109	94	58	186	213	12	51	645	443	2207	110	980	10003	119	118	225	50	54	140	290	23	33782.0
hsa-miR-23b-3p	313	125	725	592	14	197	178	51	161	126	75	89	3656	7890	605	101	178	581	225	361	80	211	73	659	255	151	152	382	231	73	387	334	247	69	265	994	1543	178	1250	3726	166	106	844	113	554	1347	379	1144	32143.67
hsa-miR-660-5p	295	272	908	450	37	51	147	57	77	104	59	75	1350	4880	415	89	139	317	199	789	140	159	87	467	579	247	136	193	1071	84	640	217	931	160	386	1143	7296	169	2589	1693	102	134	413	174	231	1055	448	160	31814.0
hsa-miR-4732-3p	344	583	1116	235	32	66	482	93	126	174	130	118	514	5086	341	208	385	465	513	107	148	290	252	409	666	440	90	69	1424	154	885	104	135	123	478	81	6636	283	2058	404	145	158	271	227	471	3695	494	79	31787.0
hsa-miR-29c-3p	488	312	660	1218	15	116	223	51	125	140	77	70	2319	5225	878	140	127	407	306	329	137	187	114	620	263	85	134	256	529	89	471	203	142	104	316	2426	5412	293	1449	2617	215	192	809	171	230	458	440	93	31678.690000000002
hsa-miR-197-3p	374	682	748	516	22	86	361	49	210	122	86	27	3994	4808	685	111	204	517	574	559	64	674	113	979	162	79	282	135	133	122	196	160	35	23	578	2932	2405	1036	1182	2658	263	85	912	331	222	232	621	9	31358.0
hsa-miR-301a-3p	86	112	420	753	4	147	92	30	207	146	73	51	5637	5665	694	106	87	193	150	90	80	185	26	125	31	39	70	110	76	74	68	110	6	19	340	167	1351	42	1536	9265	150	124	113	102	80	30	292	26	29380.0
hsa-miR-100-5p	598	143	471	180	10	193	144	80	143	142	53	130	850	882	212	61	113	312	166	274	138	312	63	775	478	62	550	665	873	52	2591	1664	34	161	155	1311	3415	206	1512	969	305	111	878	140	1663	2741	267	1720	28965.5
hsa-miR-199a-5p	104	58	411	598	0	92	61	17	153	96	46	18	4667	10679	528	65	108	352	123	46	44	220	26	258	7	10	60	86	98	38	40	72	5	26	161	616	1336	60	1230	5648	84	41	126	44	42	36	258	10	28904.34
hsa-miR-4433b-5p	210	224	756	639	5	386	591	308	571	465	460	105	3555	6042	1018	428	288	917	551	16	200	367	207	648	87	96	96	208	71	152	101	115	7	52	522	148	1014	172	895	1871	292	179	591	412	317	282	1819	10	28466.0
hsa-miR-210-3p	168	292	975	341	11	92	142	46	180	132	141	87	858	4903	366	89	163	139	136	113	104	241	49	226	520	133	53	232	1106	37	772	213	234	128	457	417	9016	162	1855	1305	101	68	177	112	218	577	255	263	28405.0
hsa-miR-28-5p	165	94	333	718	5	104	99	18	183	139	56	33	4626	6525	517	105	89	270	101	87	35	152	40	257	49	15	72	105	77	57	85	135	18	19	300	402	1139	58	1166	6693	98	117	240	77	245	621	304	19	26862.0
hsa-miR-32-5p	234	191	971	652	5	26	136	63	60	61	51	55	1427	5422	491	58	122	244	179	176	98	138	73	303	427	107	92	118	1038	97	622	242	555	178	205	289	6329	136	1567	1563	96	101	341	86	182	115	201	92	26015.0
hsa-miR-30e-3p	164	155	362	544	7	105	79	33	161	109	40	24	3875	4715	491	90	63	228	93	354	55	240	53	392	55	28	83	80	53	53	61	96	13	16	341	865	791	97	1355	6519	122	95	235	76	392	1591	248	20	25714.0
hsa-miR-122-5p	290	75	69	107	2	27	12	10	44	31	12	18	265	665	71	18	37	82	14	18	96	21	20	316	260	53	65	138	45	14	2176	2077	15	5	50	15	30	27	89	389	15	5	356	21	1937	14738	49	120	25009.0
hsa-miR-328-3p	268	188	634	355	24	101	232	128	223	229	187	64	5630	3435	426	196	262	424	288	459	187	335	99	434	173	77	221	177	112	114	134	115	52	74	416	692	1733	169	977	2438	160	171	454	175	176	150	826	58	24652.0
hsa-miR-20a-5p	61	193	291	523	6	74	111	31	104	95	75	55	3584	6244	302	155	70	181	131	41	82	137	42	111	50	25	44	95	132	40	187	64	11	11	197	165	4161	51	1420	3178	131	53	103	117	65	273	224	38	23534.0
hsa-miR-361-5p	106	120	660	702	5	73	89	31	84	48	33	20	3881	5936	592	57	66	223	118	404	38	161	43	255	115	19	124	117	116	32	143	127	42	29	180	984	1300	152	1115	3655	108	42	122	74	105	85	218	238	22987.0
hsa-miR-19a-3p	159	256	547	413	8	62	123	21	113	81	54	54	1956	3832	254	73	100	183	164	149	141	167	34	248	92	41	54	63	418	74	243	63	24	37	286	450	6164	115	1360	1970	68	63	213	109	114	386	289	30	21917.34
hsa-miR-339-3p	196	148	412	333	12	45	98	28	99	103	40	44	2933	4930	296	77	112	276	88	195	42	112	62	334	166	49	64	62	251	25	194	69	51	22	208	774	2149	162	1076	3529	95	78	373	84	71	343	313	16	21239.0
hsa-let-7c-5p	170	87	150	137	13	15	38	19	33	37	24	31	4390	2111	100	38	38	63	72	65	48	48	25	136	82	12	25	128	104	24	104	54	10	27	88	107	389	28	495	5656	33	48	179	65	500	4618	98	42	20803.9
hsa-miR-424-3p	92	162	994	594	28	49	52	26	102	105	96	39	1593	4458	668	85	108	126	200	587	58	246	39	244	432	122	114	115	122	76	793	238	205	184	129	355	1464	98	2500	1400	112	59	261	144	178	319	211	74	20456.0
hsa-miR-411-5p	40	6	180	422	0	22	7	6	87	25	9	11	3880	4445	327	14	34	53	62	16	10	107	17	80	6	11	54	41	23	23	49	95	6	8	283	205	682	44	665	6465	62	43	62	14	31	72	92	4	18900.0
hsa-miR-181a-2-3p	120	165	344	421	16	60	99	18	81	92	46	39	2477	3680	420	68	66	288	121	135	38	106	100	257	59	23	42	79	86	38	159	49	37	13	187	615	909	102	1499	3564	110	91	242	146	167	1071	244	39	18828.0
hsa-miR-133a-3p	60	44	215	223	2	66	18	13	47	25	15	16	6518	1769	246	79	38	76	14	5	19	210	18	81	0	13	40	53	58	23	39	64	6	2	119	111	426	20	255	6052	35	42	26	36	42	50	123	9	17462.36
hsa-miR-361-3p	442	97	257	260	15	48	171	37	55	90	31	10	2340	2610	270	51	64	419	178	276	36	102	91	443	109	31	68	110	71	24	233	100	30	16	153	2191	1073	203	934	1554	56	120	251	83	140	535	363	53	16894.0
hsa-miR-183-5p	39	77	184	87	0	13	108	21	35	9	7	28	605	7590	94	26	54	367	150	86	25	52	40	167	89	34	4	80	169	21	231	23	33	9	59	226	3472	35	1460	574	101	15	93	23	3	104	52	6	16780.0
hsa-miR-326	113	47	289	381	2	49	50	15	81	83	46	10	3400	4231	364	28	87	207	77	133	32	120	15	200	23	20	76	82	35	19	63	56	13	8	198	298	793	67	643	3206	59	47	154	86	35	24	283	9	16357.0
hsa-miR-769-5p	119	145	287	368	25	65	55	9	81	87	26	28	2419	2779	326	32	66	141	84	406	32	189	42	285	52	11	72	107	57	37	122	69	24	13	245	837	697	104	925	3477	104	80	238	134	103	356	243	12	16215.0
hsa-miR-381-3p	29	11	210	376	7	14	12	0	83	29	8	12	2939	4009	433	13	32	49	36	17	7	124	7	99	21	6	19	39	30	12	26	50	2	13	242	181	769	37	558	5050	92	43	64	62	20	140	91	9	16132.0
hsa-miR-342-5p	427	82	192	498	5	33	191	30	43	40	14	16	1491	3773	485	34	92	346	183	148	39	72	115	624	57	13	115	135	80	25	225	76	14	10	94	2007	715	178	488	1408	42	81	742	33	180	102	232	9	16034.0
hsa-miR-500a-3p	94	128	267	209	1	82	87	21	82	70	36	25	1060	4470	236	51	71	236	106	290	43	151	53	207	141	90	99	89	218	29	279	102	125	29	132	579	2284	112	1049	1381	102	55	152	127	92	171	141	40	15683.34
hsa-miR-589-5p	101	83	378	274	10	21	92	16	55	63	35	21	1231	3176	317	13	102	224	94	676	47	137	45	302	236	132	124	51	354	31	257	112	121	35	149	629	2340	160	906	1604	68	32	233	53	105	131	152	40	15568.0
hsa-miR-15b-3p	90	109	374	186	4	12	72	24	41	34	28	30	741	3821	160	34	68	123	92	79	64	51	26	127	216	87	49	19	327	34	306	75	99	47	84	83	4060	69	933	755	48	50	99	58	110	126	100	34	14258.0
hsa-miR-155-5p	96	60	198	233	5	28	36	4	47	44	19	12	2849	3063	257	28	30	87	44	54	47	73	71	170	22	16	35	144	40	14	48	36	12	8	85	432	380	56	621	3790	46	32	144	53	125	65	120	86	13965.0
hsa-miR-432-5p	58	7	64	200	0	6	0	2	12	14	0	0	3701	3337	88	6	28	35	47	14	10	52	11	108	12	2	22	21	14	10	49	38	4	0	138	264	391	33	282	4353	17	27	52	25	21	64	115	2	13756.0
hsa-miR-431-5p	24	8	156	198	0	10	6	0	47	5	2	0	3200	3319	195	10	19	24	36	12	8	126	4	94	20	4	46	16	23	21	32	47	0	3	172	139	573	26	434	3931	47	35	76	17	17	60	109	5	13356.0
hsa-miR-194-5p	412	237	121	88	2	28	52	14	33	33	23	27	368	1300	43	21	50	136	138	90	66	22	37	328	200	28	22	139	165	30	215	122	17	19	46	129	814	32	415	678	36	28	786	21	1656	3525	85	77	12954.0
hsa-miR-4446-3p	53	12	263	240	4	27	26	19	80	74	26	13	3628	2450	298	27	63	104	36	23	27	98	16	137	5	23	42	29	32	36	15	61	0	0	187	136	339	32	635	3022	13	29	65	44	41	58	326	0	12914.0
hsa-miR-335-3p	42	16	60	340	0	20	23	15	31	30	15	12	3131	3668	277	18	27	28	25	18	16	35	0	61	9	0	38	26	29	2	20	45	2	8	78	137	495	21	613	2912	20	24	32	11	20	54	78	5	12587.0
hsa-miR-6852-5p	17	4	161	182	3	32	33	0	48	44	16	4	2931	2518	251	26	30	55	21	30	7	44	8	96	2	2	19	24	19	10	8	11	0	6	112	96	249	16	543	4112	23	26	23	12	23	47	121	2	12067.0
hsa-miR-224-5p	40	46	189	616	3	103	14	22	185	140	11	11	2283	3544	618	14	34	69	33	31	21	138	7	40	23	18	56	27	14	17	15	37	2	11	120	140	500	38	388	2063	44	15	39	43	18	57	104	14	12015.0
hsa-miR-574-3p	135	144	245	172	2	65	53	20	66	42	56	50	2527	2657	147	109	51	166	87	86	80	157	31	139	46	12	45	62	89	37	41	49	15	20	93	299	571	81	592	1387	54	7	274	89	278	408	170	8	12014.0
hsa-miR-125b-5p	282	89	176	109	2	80	60	32	69	64	15	61	639	865	204	60	58	156	109	81	87	166	45	376	272	49	121	279	124	21	720	307	21	142	51	521	585	63	177	556	180	22	452	90	834	1736	142	595	11945.0
hsa-miR-1260b	130	110	140	88	2	66	195	69	252	173	151	42	1470	917	87	136	245	351	158	94	62	400	113	253	42	167	133	114	246	132	52	46	10	25	412	258	1651	214	238	862	102	86	167	176	99	176	655	6	11760.5
hsa-miR-99a-5p	321	77	181	145	5	75	128	29	48	38	26	33	291	839	159	19	40	154	61	83	70	105	35	301	227	64	109	389	107	17	1246	792	40	52	46	956	596	70	194	328	80	17	326	63	444	1372	98	767	11661.0
hsa-miR-181c-3p	31	32	108	206	2	5	20	6	35	28	14	12	2569	2728	171	23	34	63	29	88	3	49	5	99	15	0	30	35	16	2	24	20	0	0	95	241	386	41	522	3250	25	20	53	48	21	67	82	0	11351.5
hsa-miR-24-3p	59	88	276	479	2	36	41	4	52	48	37	15	1521	2778	190	50	61	85	74	325	25	102	37	114	81	19	60	106	90	34	126	58	36	11	133	403	522	185	329	2058	58	38	81	80	43	102	92	50	11294.0
hsa-miR-877-5p	79	95	230	161	9	40	50	16	66	104	38	11	1415	2286	172	17	49	103	47	113	26	90	26	152	44	37	39	64	115	39	126	45	27	12	190	331	1272	106	456	1715	41	39	108	102	88	494	214	25	11124.0
hsa-miR-223-5p	49	110	315	280	12	24	70	10	65	64	22	9	1925	1517	229	24	43	101	61	667	43	275	33	150	125	19	65	59	33	53	105	112	18	34	200	340	357	90	701	1973	41	48	184	70	45	18	222	24	11034.0
hsa-miR-96-5p	44	51	129	62	0	14	31	12	22	6	8	21	328	4240	67	15	22	123	51	34	44	64	24	299	259	47	7	53	180	22	316	33	43	43	31	111	2922	28	760	97	55	6	78	2	0	34	85	20	10943.0
hsa-miR-148a-5p	74	64	163	133	0	25	25	9	59	29	21	10	1207	1499	173	17	37	76	50	369	22	136	22	149	29	26	28	52	48	16	44	50	20	18	139	292	418	53	422	2143	49	31	149	29	155	2134	62	8	10784.0
hsa-miR-136-3p	37	20	180	188	2	9	3	2	50	20	14	6	2091	2077	137	19	33	23	36	7	22	130	10	73	28	6	27	32	25	26	37	51	0	19	248	215	891	35	318	3127	71	43	62	42	30	48	121	4	10695.0
hsa-miR-339-5p	40	37	200	146	6	13	40	8	18	21	5	0	2358	2373	143	11	30	118	28	147	19	45	14	161	115	10	33	23	73	12	103	29	30	7	70	343	906	51	731	1634	15	19	127	29	15	47	164	4	10571.0
hsa-miR-181d-5p	26	16	95	131	0	30	18	6	47	17	8	8	2483	2074	145	32	20	45	21	45	6	47	14	31	6	2	17	18	22	28	16	22	4	0	87	98	269	29	398	3433	23	23	31	52	26	35	71	4	10079.33
hsa-miR-671-3p	69	31	185	225	10	35	40	18	68	56	24	5	2010	1966	274	22	51	93	80	146	20	61	12	115	22	17	42	77	23	29	19	45	7	13	137	206	251	55	548	2115	55	43	108	17	36	164	149	14	9808.0
hsa-miR-130b-5p	68	55	225	200	3	85	62	29	89	115	29	8	2021	1711	245	36	68	139	67	31	30	119	30	128	29	23	62	61	57	42	56	66	8	7	127	52	409	33	456	1490	66	49	92	71	87	206	212	20	9374.0
hsa-miR-26b-3p	83	69	239	184	14	35	44	8	64	47	31	11	1142	1876	171	39	39	166	48	228	18	123	15	188	40	16	47	48	44	31	98	37	9	9	147	385	791	71	457	1335	108	48	155	50	59	287	147	4	9305.0
hsa-miR-151b	57	47	220	130	0	23	30	8	43	35	23	26	842	3128	125	24	37	104	72	26	22	46	20	125	28	4	11	41	140	21	124	25	13	9	57	111	1425	39	580	1069	16	14	78	21	51	109	78	37	9303.5
hsa-miR-625-3p	102	85	445	159	5	33	51	12	118	59	87	34	1397	1473	158	128	58	84	58	62	55	155	15	115	65	53	129	84	84	20	63	41	25	58	134	274	754	60	494	914	71	52	134	169	44	133	204	7	9014.0
hsa-miR-1304-3p	85	91	230	151	10	22	67	13	42	63	25	15	1058	1883	173	54	35	109	38	188	17	150	14	186	35	48	39	35	78	36	49	26	20	21	185	235	672	71	634	1121	56	47	90	54	79	176	187	0	8713.0
hsa-miR-487b-3p	6	3	95	232	2	10	0	0	16	11	4	0	2054	2131	188	6	6	32	19	4	6	46	6	30	2	0	12	14	12	5	15	31	2	2	80	84	303	14	270	2077	42	15	24	10	8	20	61	0	8010.0
hsa-miR-374b-5p	53	27	96	200	0	35	41	5	29	30	10	23	1322	2379	96	40	28	107	45	52	12	43	18	57	2	4	15	27	31	12	55	27	8	2	44	164	762	21	383	1424	36	17	28	16	26	29	76	11	7967.0
hsa-miR-324-3p	44	70	160	107	10	9	50	5	28	37	40	3	534	1741	94	19	47	95	49	129	14	68	31	132	136	61	33	42	150	4	191	53	98	18	96	346	1534	55	355	556	41	11	146	41	50	212	98	19	7862.0
hsa-miR-93-3p	37	77	194	159	0	11	53	11	34	25	20	9	923	2430	135	35	59	126	72	82	18	71	10	114	10	9	58	12	34	18	51	25	12	4	67	132	1134	35	504	593	64	27	107	42	41	48	77	16	7825.0
hsa-miR-181a-3p	88	33	121	139	24	50	46	13	66	23	16	13	1045	1459	161	23	34	110	50	127	15	75	16	140	28	17	42	62	18	20	53	38	34	2	97	517	313	37	362	1675	33	35	166	53	40	74	124	5	7730.5
hsa-miR-11400	21	8	98	157	0	18	11	0	40	33	17	2	1335	1928	173	4	7	45	12	11	6	20	2	61	9	8	15	3	21	13	16	24	2	7	97	73	228	12	311	2482	7	2	23	16	13	51	68	0	7510.0
hsa-let-7b-3p	135	74	208	125	2	42	84	24	29	30	32	42	531	988	112	63	52	151	83	187	107	138	34	110	154	109	61	142	123	27	152	80	61	53	79	485	711	78	391	448	74	43	200	93	124	163	126	105	7465.0
hsa-miR-425-3p	24	34	73	267	4	7	9	0	37	29	21	2	1027	1956	102	33	26	62	40	138	13	42	13	76	11	6	24	60	69	4	71	22	16	0	63	100	411	79	259	1797	21	25	49	38	17	145	55	2	7379.0
hsa-miR-532-3p	83	47	199	89	10	18	43	17	15	26	20	10	449	1553	100	13	32	102	46	154	20	42	38	101	174	114	39	35	247	16	156	28	246	51	80	173	1225	66	561	278	23	26	141	25	42	115	155	29	7272.0
hsa-let-7i-3p	75	30	232	133	2	7	28	20	14	16	9	11	310	1824	83	9	26	65	52	162	12	23	15	119	76	38	16	34	205	27	151	72	87	36	64	350	1453	36	467	452	15	15	122	25	37	23	57	44	7179.0
hsa-miR-942-5p	28	63	170	130	2	9	50	21	29	20	14	17	869	1764	94	26	26	100	50	49	20	69	7	82	44	5	9	3	105	17	78	21	2	11	54	87	1302	26	784	592	31	12	52	23	39	84	70	10	7170.0
hsa-miR-454-3p	19	21	75	114	0	30	30	8	25	19	8	5	1425	1967	88	15	17	80	45	35	16	21	5	30	11	4	2	34	25	7	27	15	3	6	32	46	502	12	456	1564	23	42	13	5	15	11	37	9	6999.0
hsa-miR-330-3p	40	30	99	166	0	25	34	5	36	17	16	6	1684	1727	154	26	14	70	9	32	11	46	5	61	2	8	21	28	20	12	8	28	0	0	62	133	167	34	254	1569	23	12	43	25	17	17	63	2	6861.0
hsa-miR-323b-3p	13	5	77	486	3	4	13	9	30	9	10	11	1607	817	374	16	16	28	14	13	4	34	8	40	39	19	44	48	29	3	62	77	6	10	189	176	588	59	194	1334	30	34	29	42	15	47	128	2	6845.0
hsa-miR-1260a	89	111	77	29	4	19	132	51	86	63	65	20	759	524	61	72	107	171	85	136	39	233	80	132	29	108	102	70	115	55	47	25	10	24	235	246	884	153	171	413	54	29	129	103	76	104	331	11	6656.5
hsa-miR-1301-3p	16	7	59	119	0	19	6	0	15	32	10	5	1265	3211	131	5	5	39	16	15	3	20	0	46	12	5	29	18	16	2	25	20	4	5	18	55	197	6	174	850	11	6	25	13	28	4	55	0	6622.0
hsa-miR-1273h-3p	35	23	178	131	15	32	34	12	42	40	27	0	1244	1412	173	14	46	64	38	126	10	97	14	70	46	16	42	21	16	22	11	28	29	7	95	124	170	45	310	1260	30	68	59	24	10	38	119	5	6472.0
hsa-miR-1843	48	39	104	139	2	31	16	7	16	29	19	5	704	1678	149	6	26	77	25	54	17	43	11	107	35	9	25	31	44	12	94	45	17	6	94	144	595	47	316	1038	29	12	59	48	22	194	105	3	6376.0
hsa-miR-5010-5p	28	67	141	99	0	11	29	9	25	45	25	11	631	1868	121	30	35	52	21	12	3	43	15	50	18	16	18	26	71	14	46	21	9	9	102	22	1190	29	363	657	30	13	21	35	33	195	39	3	6351.0
hsa-miR-320c	67	42	220	137	12	21	43	14	25	25	16	10	717	1073	117	16	39	74	30	149	18	55	32	80	151	64	59	125	96	13	144	79	134	54	33	153	438	37	287	466	16	28	102	43	57	78	102	458	6249.17
hsa-miR-146b-3p	259	17	52	88	0	8	78	15	12	3	2	4	392	602	77	4	17	127	81	69	13	21	23	354	0	12	32	21	14	10	192	63	3	2	40	1766	179	87	168	597	4	36	274	8	47	247	81	5	6206.0
hsa-miR-221-5p	15	13	89	144	0	27	12	4	28	31	12	4	1454	1963	123	8	0	46	12	11	7	15	3	44	7	0	16	5	7	4	6	13	2	5	42	60	185	8	312	1285	19	11	15	3	13	6	53	0	6142.0
hsa-miR-454-5p	21	16	102	150	0	20	37	8	30	23	6	7	944	1261	85	10	29	71	33	76	19	31	16	76	8	11	28	11	52	9	48	18	16	4	81	101	567	18	441	1260	25	7	49	20	23	62	82	0	6012.0
hsa-miR-148b-5p	22	23	76	183	2	30	13	5	33	32	12	0	921	1549	129	17	14	39	33	8	15	42	0	35	2	7	8	11	13	6	11	30	2	3	62	37	265	3	256	1649	22	13	16	24	29	26	27	0	5755.0
hsa-miR-450b-5p	31	87	228	260	2	9	24	6	30	49	20	5	569	706	189	20	24	36	43	632	21	167	32	66	138	10	81	38	22	29	75	72	36	16	93	145	311	41	445	535	59	39	72	28	44	5	57	5	5652.0
hsa-miR-4732-5p	55	33	194	121	0	2	25	6	14	27	21	14	212	1422	73	18	33	44	30	36	8	18	13	69	55	49	8	28	199	18	147	19	33	15	52	50	1078	36	531	320	11	22	60	46	28	256	73	12	5634.0
hsa-miR-374a-5p	22	30	80	167	0	22	29	7	32	17	6	14	1003	1597	106	24	27	64	62	22	12	34	2	46	8	3	15	25	25	11	24	40	8	4	25	46	439	22	244	1001	38	12	41	8	36	19	44	7	5569.0
hsa-miR-340-3p	15	25	77	165	0	20	33	4	44	11	10	5	1088	1574	149	18	15	72	28	17	17	22	4	21	8	5	15	19	3	10	10	22	0	2	48	36	182	10	256	1254	26	19	28	8	27	35	56	0	5513.0
hsa-miR-18a-3p	65	89	81	66	8	12	77	19	23	32	31	13	471	966	54	31	48	152	68	61	27	69	32	107	51	36	22	14	57	16	65	11	14	8	35	72	1022	27	418	229	20	36	78	77	35	351	115	2	5413.0
hsa-miR-485-5p	9	0	55	285	0	3	3	2	30	11	0	2	1131	1363	320	9	7	18	17	5	5	56	8	22	17	3	20	19	2	9	20	28	0	13	69	71	246	6	106	1102	12	5	21	28	9	36	47	2	5252.0
hsa-miR-550a-3p	30	95	188	40	0	10	91	15	19	24	19	19	170	938	55	19	64	96	94	33	15	58	15	77	49	12	14	6	105	12	113	25	15	6	71	113	1496	62	327	134	48	19	53	36	69	199	58	25	5249.9400000000005
hsa-miR-628-3p	24	16	90	139	0	11	23	5	20	12	4	9	979	1548	153	10	13	40	22	55	13	44	2	60	10	2	13	8	22	3	37	19	8	2	36	74	350	17	279	815	25	10	20	15	24	45	76	0	5202.0
hsa-miR-150-3p	197	22	102	309	14	7	66	14	9	16	14	10	252	781	193	16	39	70	77	110	20	22	48	260	19	15	42	71	15	10	55	36	7	9	40	779	143	149	142	325	27	71	268	36	56	19	90	7	5099.0
hsa-miR-152-3p	62	20	62	135	3	19	20	11	48	9	28	17	609	1216	114	23	23	44	26	15	21	61	13	63	18	7	13	102	49	11	24	36	2	8	70	82	248	14	169	837	34	17	48	17	72	415	106	38	5099.0
hsa-miR-7706	50	64	141	68	0	4	48	8	18	22	16	11	236	1379	97	13	25	52	47	44	13	53	22	75	21	27	15	24	208	15	87	9	8	15	49	136	839	54	330	276	29	8	67	40	55	199	50	23	5090.0
hsa-miR-215-5p	89	300	241	87	2	205	15	8	77	46	119	99	93	180	91	46	28	34	106	68	61	96	18	125	40	108	10	252	87	34	134	297	10	20	354	86	207	56	121	165	140	32	56	132	132	78	205	17	5001.5
hsa-miR-301b-3p	10	11	76	194	0	41	11	2	51	20	18	3	1173	907	131	20	14	26	7	10	13	31	8	31	5	2	13	7	3	11	6	20	0	8	36	39	150	12	215	1520	32	10	26	9	17	0	26	4	4979.0
hsa-miR-502-3p	40	42	131	74	1	12	30	8	15	23	16	7	233	1290	65	11	22	53	32	108	28	45	16	81	88	47	27	28	123	16	82	24	96	19	38	102	976	26	393	207	42	15	42	39	38	37	49	27	4952.84
hsa-miR-139-5p	53	15	39	43	0	11	41	0	36	23	3	0	1162	647	59	11	14	78	48	33	13	24	2	100	18	3	16	76	18	23	23	5	5	8	33	177	213	39	197	1333	18	14	59	22	34	9	45	10	4853.0
hsa-miR-889-3p	8	5	54	108	0	0	4	0	21	5	2	0	999	1057	88	7	7	12	13	3	0	48	4	24	5	6	5	11	5	4	13	30	0	11	78	50	268	7	172	1474	27	14	24	19	8	17	44	0	4761.0
hsa-miR-3605-3p	55	74	181	91	2	19	77	24	22	53	11	28	345	604	134	50	76	65	45	53	42	80	32	50	96	55	43	58	195	23	92	54	24	35	88	57	514	47	258	273	23	29	98	58	79	176	100	56	4744.0
