miRNA_name	SRX1169949	SRX1169948	SRX1169947	SRX1169946	SRX1169945	SRX1169944	SRX1169943	SRX1169942	SRX1169941	SRX1169940	SRX1169929	SRX1169921	SRX1169920	SRX1169923	SRX1169922	SRX1169925	SRX1169924	SRX1169927	SRX1169926	SRX1169958	SRX1169950	SRX1169951	SRX1169952	SRX1169953	SRX1169954	SRX1169955	SRX1169956	SRX1169957	SRX1169938	SRX1169939	SRX1169919	SRX1169932	SRX1169933	SRX1169930	SRX1169936	SRX1169937	SRX1169935
hsa-miR-4659b-5p	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	2	2	23.0
hsa-miR-379-3p	0	0	0	0	0	0	0	4	2	2	0	0	3	3	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0
hsa-miR-6735-5p	0	0	2	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0	4	0	2	0	0	2	0	2	2	0	0	0	0	0	0	0	2	0	23.0
hsa-miR-874-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	6	6	0	0	2	0	0	0	4	0	0	0	0	0	0	23.0
hsa-miR-9985	0	0	1	0	0	2	0	1	0	1	2	1	3	2	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	1	1	22.35
hsa-miR-5009-5p	0	0	0	0	0	0	4	0	2	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	2	0	22.0
hsa-miR-4638-3p	0	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	22.0
hsa-miR-34a-5p	0	0	0	0	0	2	2	0	4	0	8	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	22.0
hsa-miR-6514-3p	0	0	2	0	0	4	0	0	5	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	22.0
hsa-miR-124-3p	0	0	0	0	0	0	0	0	0	0	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.990000000000002
hsa-miR-548e-5p	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	6	0	2	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	21.0
hsa-miR-3619-3p	0	0	0	3	0	0	5	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	21.0
hsa-miR-204-5p	0	0	0	0	0	2	0	0	0	0	2	0	4	2	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	21.0
hsa-miR-7110-3p	0	0	0	0	0	2	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	3	2	0	2	0	2	0	21.0
hsa-miR-381-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	2	3	0	0	21.0
hsa-miR-3177-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	3	4	3	0	0	3	0	2	0	0	0	0	0	0	21.0
hsa-miR-656-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2	0	0	4	0	0	2	0	0	0	3	0	0	0	2	20.0
hsa-miR-4781-5p	0	0	0	0	0	2	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	2	0	0	0	0	20.0
hsa-miR-7155-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	20.0
hsa-miR-4714-5p	0	2	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	2	0	2	4	0	0	0	0	0	0	0	0	3	0	0	20.0
hsa-miR-139-3p	0	0	0	0	0	0	2	0	0	2	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	2	0	0	0	20.0
hsa-miR-99b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	2	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0
hsa-miR-4484	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	20.0
hsa-miR-550b-2-5p	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	2	3	0	0	0	0	1	0	0	0	1	0	1	0	4	0	0	0	0	1	0	19.2
hsa-miR-6131	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	19.0
hsa-miR-377-3p	0	0	0	0	0	3	0	6	2	0	0	0	0	2	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0
hsa-miR-338-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	2	2	4	2	0	2	0	19.0
hsa-miR-26a-1-3p	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	2	2	19.0
hsa-miR-548ap-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0
hsa-miR-6748-3p	0	2	0	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	2	0	0	0	19.0
hsa-miR-582-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	19.0
hsa-miR-6875-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	2	2	0	0	0	0	5	0	0	0	0	0	2	19.0
hsa-miR-9-5p	0	0	0	0	0	0	2	0	0	0	0	2	2	0	2	0	0	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	18.060000000000002
hsa-miR-579-3p	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	4	2	2	0	2	0	0	0	0	0	0	0	0	0	0	18.0
hsa-miR-6840-5p	0	0	0	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	0	0	18.0
hsa-miR-4440	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	6	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	18.0
hsa-miR-4422	0	2	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0	18.0
hsa-miR-499a-5p	0	0	0	0	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	2	0	17.0
hsa-miR-6849-3p	0	0	0	0	0	4	0	0	0	0	0	3	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17.0
hsa-miR-95-3p	0	0	0	0	0	0	0	2	0	0	0	0	2	4	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	17.0
hsa-miR-27b-5p	0	0	0	0	0	0	0	0	0	0	0	5	0	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	17.0
hsa-miR-4763-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	9	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0
hsa-miR-6514-5p	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	2	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	17.0
hsa-miR-6801-3p	0	0	0	0	0	0	0	0	5	2	0	2	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0
hsa-miR-6505-5p	0	0	0	0	0	0	4	0	3	0	0	2	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0
hsa-miR-130a-5p	0	0	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	0	0	16.0
hsa-miR-3150b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	16.0
hsa-miR-6852-3p	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16.0
hsa-miR-452-5p	0	0	0	0	0	0	3	2	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0
hsa-miR-668-3p	0	0	0	0	0	0	4	0	0	0	0	0	0	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16.0
hsa-miR-128-1-5p	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	3	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	16.0
hsa-miR-6853-3p	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	16.0
hsa-miR-103a-1-5p	0	0	0	2	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0	0	0	0	0	16.0
hsa-miR-3661	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	15.0
hsa-miR-4745-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	4	0	0	15.0
hsa-miR-935	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	4	0	0	0	0	2	0	15.0
hsa-miR-542-5p	0	0	0	0	0	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15.0
hsa-miR-542-3p	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	15.0
hsa-miR-485-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0
hsa-miR-939-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	4	0	15.0
hsa-miR-6865-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	15.0
hsa-miR-1-3p	0	0	2	0	0	0	0	0	0	0	3	4	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0
hsa-miR-3667-5p	0	0	0	0	0	0	2	0	4	2	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0
hsa-miR-4723-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	5	0	0	0	0	0	2	14.0
hsa-let-7e-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14.0
hsa-miR-548p	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	2	0	0	0	14.0
hsa-miR-3934-5p	0	0	0	0	0	0	3	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	14.0
hsa-miR-548al	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0
hsa-miR-1228-3p	0	0	0	2	0	0	2	0	4	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14.0
hsa-miR-3162-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	14.0
hsa-miR-26a-2-3p	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	2	14.0
hsa-miR-1227-3p	0	0	0	0	0	2	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	14.0
hsa-miR-3136-5p	0	0	0	0	0	0	0	0	0	0	0	2	3	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14.0
hsa-miR-3609	0	0	0	0	0	0	0	0	0	0	0	3	0	6	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-4731-5p	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0	0	13.0
hsa-miR-1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	13.0
hsa-miR-3928-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	13.0
hsa-miR-202-5p	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-4676-5p	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	13.0
hsa-miR-371b-5p	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-4690-3p	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	2	0	0	0	0	13.0
hsa-miR-3180-5p	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	12.870000000000001
hsa-miR-4797-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	12.0
hsa-miR-450a-2-3p	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	12.0
hsa-miR-4662a-5p	0	0	0	2	0	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0
hsa-miR-92b-5p	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0
hsa-miR-4677-5p	0	0	0	0	0	3	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0
hsa-miR-7848-3p	0	0	2	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12.0
hsa-miR-3139	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	3	0	0	12.0
hsa-miR-3614-5p	2	0	2	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12.0
hsa-miR-6810-3p	0	0	0	0	0	0	4	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0
hsa-miR-136-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	2	4	12.0
hsa-miR-2278	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	12.0
hsa-miR-6511b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	5	0	11.4
hsa-miR-6866-5p	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	11.0
hsa-miR-6738-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	11.0
hsa-miR-3176	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-7854-3p	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-1289	0	0	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11.0
hsa-miR-655-3p	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	11.0
hsa-miR-6871-3p	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	11.0
hsa-miR-29b-1-5p	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11.0
hsa-miR-19b-1-5p	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-125a-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-889-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-6855-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	2	0	0	10.0
hsa-miR-3165	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-4717-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	10.0
hsa-miR-3675-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10.0
hsa-miR-205-5p	0	0	0	0	0	2	3	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-141-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0	10.0
hsa-miR-1256	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10.0
hsa-miR-4749-3p	0	0	0	0	0	3	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-3605-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-196a-5p	0	0	0	0	0	0	0	0	0	0	0	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-98-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	9.0
hsa-miR-2682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-6808-3p	0	0	0	0	0	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-4804-5p	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-664b-5p	0	0	0	2	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9.0
hsa-miR-147b-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0	0	0	0	9.0
hsa-miR-6729-3p	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	9.0
hsa-miR-4661-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	9.0
hsa-miR-10395-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-4446-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9.0
hsa-miR-5701	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9.0
hsa-miR-1303	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	9.0
hsa-miR-6858-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	9.0
hsa-miR-6836-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9.0
hsa-miR-3685	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9.0
hsa-miR-5010-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-3188	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8.0
hsa-miR-3939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	2	0	0	0	8.0
hsa-miR-6852-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	8.0
hsa-miR-143-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-3691-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-1538	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-3912-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8.0
hsa-miR-6884-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
Hsa-Mir-4773_5p	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8.0
hsa-miR-6862-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-497-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	8.0
hsa-miR-9903	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8.0
hsa-miR-1233-3p	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	8.0
hsa-miR-6836-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	8.0
hsa-miR-3136-3p	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	8.0
hsa-miR-4762-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8.0
hsa-miR-320e	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7.5
hsa-miR-873-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0
hsa-miR-365b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7.0
hsa-miR-3164	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0
