name	SRX2742138	SRX2742139	SRX2742130	SRX2742131	SRX2742132	SRX2742133	SRX2742134	SRX2742135	SRX2742136	SRX2742137	SRX2742158	SRX2742159	SRX2742152	SRX2742153	SRX2742150	SRX2742151	SRX2742156	SRX2742157	SRX2742154	SRX2742155	SRX2742129	SRX2742128	SRX2742127	SRX2742126	SRX2742125	SRX2742124	SRX2742123	SRX2742122	SRX2742149	SRX2742148	SRX2742161	SRX2742160	SRX2742166	SRX2742165	SRX2742164	SRX2742141	SRX2742140	SRX2742143	SRX2742142	SRX2742145	SRX2742144	SRX2742147	SRX2742146	SRX2742163	SRX2742162
hsa-miR-6885-3p	0	0	0	0	0	0	2	0	0	2	0	0	0	3	4	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	2	0	0	0	0	0	0	0	0	29.0
hsa-miR-193a-3p	0	4	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	2	0	0	0	0	0	0	4	0	29.0
hsa-miR-3127-5p	0	0	0	0	0	0	4	0	0	0	0	2	0	2	4	6	0	2	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	28.0
hsa-miR-744-3p	0	0	0	0	0	0	0	2	2	0	4	2	0	2	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	28.0
hsa-miR-18b-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	5	0	0	0	0	0	0	0	0	8	0	28.0
hsa-miR-3620-3p	3	0	0	0	0	2	0	0	2	0	0	0	0	2	0	4	0	0	3	2	0	0	0	0	0	0	0	0	0	2	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	27.0
hsa-miR-99b-3p	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	4	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	27.0
hsa-miR-6877-5p	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	0	2	0	0	0	0	2	27.0
hsa-miR-4429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	2	0	0	2	0	0	0	0	0	0	26.5
hsa-miR-4753-3p	0	2	0	0	0	2	0	0	0	0	2	0	0	2	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	4	0	0	0	0	0	0	0	0	0	26.0
hsa-miR-499a-5p	0	0	0	0	0	0	0	0	0	0	0	3	2	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	6	0	24.0
hsa-miR-3176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	3	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	5	0	24.0
hsa-miR-6514-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	2	0	0	3	0	0	0	2	0	0	0	4	0	24.0
hsa-miR-500b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	4	2	0	5	0	0	0	4	0	0	0	1	3	23.5
hsa-miR-6735-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	0	0	2	0	0	23.0
hsa-miR-4738-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	6	0	0	0	2	0	0	0	0	0	23.0
hsa-miR-4763-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	2	2	0	0	0	0	0	0	0	0	23.0
hsa-miR-6762-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	2	2	2	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	2	0	0	0	0	0	0	0	23.0
hsa-miR-6777-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0	0	0	0	0	0	4	0	0	5	0	2	2	0	2	0	0	0	0	0	0	0	0	23.0
hsa-miR-3691-5p	2	0	0	0	0	0	0	0	2	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	22.0
hsa-miR-432-5p	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	0	0	22.0
hsa-miR-6764-5p	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	3	3	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22.0
hsa-miR-758-3p	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	5	0	0	4	0	0	0	0	0	0	0	0	21.0
hsa-miR-4772-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	6	0	0	0	0	0	0	0	0	2	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	21.0
hsa-miR-92a-1-5p	0	0	0	2	0	0	0	0	0	0	0	0	4	0	3	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21.0
hsa-miR-4669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	20.0
hsa-miR-4497	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	2	0	0	0	2	2	20.0
hsa-miR-16-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	2	0	0	0	0	0	0	0	0	20.0
hsa-miR-195-5p	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	3	0	0	0	3	2	19.35
hsa-miR-628-5p	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	19.0
hsa-miR-6808-3p	0	0	0	0	0	3	0	0	0	0	0	0	3	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	19.0
hsa-miR-627-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	19.0
hsa-miR-200a-5p	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	19.0
hsa-miR-6734-5p	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	19.0
hsa-miR-1185-1-3p	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	19.0
hsa-miR-4479	0	0	0	0	0	0	0	0	2	0	0	0	2	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	19.0
hsa-miR-4454	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	2	0	0	0	19.0
hsa-miR-3179	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	7	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	18.56000000000001
hsa-miR-6750-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18.0
hsa-miR-4745-3p	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	6	0	18.0
hsa-miR-4661-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	2	2	18.0
hsa-miR-6882-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	2	0	0	0	0	0	0	0	0	18.0
hsa-miR-6754-3p	0	0	0	0	0	0	2	0	0	0	0	0	2	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	18.0
hsa-miR-128-1-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	6	0	18.0
hsa-miR-6840-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	3	0	18.0
hsa-miR-7109-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	18.0
hsa-miR-1303	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	18.0
hsa-miR-610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	2	2	0	0	17.0
hsa-miR-190b-5p	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	0	0	0	0	0	0	0	0	2	0	17.0
hsa-miR-548l	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	2	0	0	0	0	0	0	2	0	17.0
hsa-miR-589-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	4	0	17.0
hsa-miR-548d-3p	0	0	0	0	0	0	2	0	0	0	3	3	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	17.0
hsa-miR-3136-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	0	2	2	17.0
hsa-miR-3667-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16.0
hsa-miR-3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	16.0
hsa-miR-483-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	2	0	0	0	2	0	0	0	0	0	16.0
hsa-miR-382-3p	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2	0	0	0	0	0	0	0	2	16.0
hsa-miR-6780b-3p	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	2	2	0	0	2	0	0	0	0	0	16.0
hsa-miR-6797-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	16.0
hsa-miR-1224-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	15.0
hsa-miR-548q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15.0
hsa-miR-3614-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	6	0	15.0
hsa-miR-3912-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2	7	15.0
hsa-miR-101-5p	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	15.0
hsa-miR-6894-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15.0
hsa-miR-3667-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	14.0
hsa-miR-378b	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	6	2	0	0	0	0	0	0	0	0	14.0
hsa-miR-4714-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	14.0
hsa-miR-2355-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	2	2	14.0
hsa-miR-652-5p	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14.0
hsa-miR-5010-5p	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-6735-5p	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-143-5p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-548al	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13.0
hsa-miR-4482-5p	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	13.0
hsa-miR-192-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-362-3p	0	0	0	2	0	0	0	0	0	2	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-6764-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	13.0
hsa-miR-3944-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	3	0	0	0	0	2	0	0	0	13.0
hsa-miR-3117-3p	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	13.0
hsa-miR-6842-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	13.0
hsa-miR-4440	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	13.0
hsa-miR-6733-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0	2	12.0
hsa-miR-548ar-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	2	2	12.0
hsa-miR-2276-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	3	12.0
hsa-miR-2115-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12.0
hsa-miR-5189-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	3	0	11.0
hsa-miR-3199	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-26a-1-3p	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	11.0
hsa-miR-3934-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	3	0	0	11.0
hsa-miR-3691-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	3	0	0	0	0	0	11.0
hsa-miR-1288-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11.0
hsa-miR-3140-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	2	0	0	0	0	3	11.0
hsa-miR-7110-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-6514-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	2	11.0
hsa-miR-4791	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0
hsa-miR-9985	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	10.68
hsa-miR-889-3p	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	10.0
hsa-miR-935	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-6850-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	10.0
hsa-miR-4728-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-4742-5p	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-147b-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	10.0
hsa-miR-146a-3p	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-6730-3p	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-4516	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	10.0
hsa-miR-129-2-3p	0	0	0	0	0	0	0	0	1	0	0	2	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-4638-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	2	10.0
hsa-miR-6815-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10.0
hsa-miR-188-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	10.0
hsa-miR-369-5p	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	10.0
hsa-miR-5094	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	10.0
hsa-miR-643	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	10.0
hsa-miR-570-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	3	9.0
hsa-miR-4664-3p	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	9.0
hsa-miR-3175	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-6879-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9.0
hsa-miR-1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	9.0
hsa-miR-580-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-4676-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	9.0
hsa-miR-3064-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	9.0
hsa-miR-196a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-212-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	9.0
hsa-miR-4785	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	9.0
hsa-miR-125b-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8.0
hsa-miR-7155-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	8.0
