name	SRX3848837	SRX3848836	SRX3848835	SRX3848834	SRX3848833	SRX3848832	SRX3848831	SRX3848830	SRX3848839	SRX3848838	SRX3848843	SRX3848840	SRX3848841	SRX3848846	SRX3848847	SRX3848844	SRX3848845	SRX3848848	SRX3848849	SRX3848792	SRX3848793	SRX3848790	SRX3848791	SRX3848796	SRX3848797	SRX3848794	SRX3848795	SRX3848798	SRX3848799	SRX3848851	SRX3848850	SRX3848853	SRX3848852	SRX3848855	SRX3848854	SRX3848857	SRX3848856	SRX3848859	SRX3848858	SRX3848781	SRX3848780	SRX3848783	SRX3848782	SRX3848785	SRX3848784	SRX3848787	SRX3848786	SRX3848789	SRX3848788	SRX3848864	SRX3848865	SRX3848866	SRX3848867	SRX3848860	SRX3848861	SRX3848862	SRX3848863	SRX3848868	SRX3848869	SRX3848883	SRX3848880	SRX3848881	SRX3848879	SRX3848878	SRX3848873	SRX3848872	SRX3848871	SRX3848870	SRX3848877	SRX3848876	SRX3848875	SRX3848874	SRX3848808	SRX3848809	SRX3848806	SRX3848807	SRX3848804	SRX3848805	SRX3848803	SRX3848800	SRX3848801	SRX3848819	SRX3848818	SRX3848815	SRX3848814	SRX3848817	SRX3848816	SRX3848811	SRX3848810	SRX3848813	SRX3848812	SRX3848820	SRX3848821	SRX3848822	SRX3848823	SRX3848824	SRX3848825	SRX3848826	SRX3848827	SRX3848828	SRX3848829
hsa-miR-103a-3p	7139	3585	2244	1055	1930	3663	49169	95159	7832	1715	179	11956	396	46	68	83	94	28	44	1351	2611	812	155	6539	518	3840	584	77	100	62	47	42	20	959	143	902	384	710	760	1989	69578	74484	65479	3649	49113	29605	69175	151880	21262	63	42	129	1061	150	359	472	42	448	79	2352	1374	412	286	14669	1040	222	122	652	5464	2377	1083	2565	19136	91135	29310	7049	8133	4237	66	11804	51170	27333	2517	2890	192	10102	17587	2541	134	56	1897	41467	18859	32	13997	837	136651	368	4884	202841	153	1486053.9599999995
hsa-miR-199b-3p	613	257	89	52	134	752	41980	134438	369	4439	66	354	14	31	26	71	53	19	38	44	28	5	12	134	7	18	5	36	30	28	32	33	18	204	84	173	259	195	168	1631	15669	25452	13784	2820	10472	16018	20213	38888	25496	34	46	500	1521	60	131	445	14	1926	64	13879	12863	1780	545	23481	11251	684	838	1442	59655	10145	6491	9382	5059	103358	30538	3108	3140	3032	17	8582	35570	32543	2741	1469	31	13390	15573	2277	21	20	14022	39907	10937	5	5780	260	244083	50	3970	354693	148	1447250.99
hsa-miR-10b-5p	1997	1594	155	572	1388	18009	9863	9515	1287	29558	1643	615	23	1164	877	1917	1858	607	1300	9970	6865	4661	3331	40662	4849	42900	2561	22850	9376	1074	1195	1152	619	24701	3066	19614	5150	23780	8877	1571	4539	10046	6265	1566	34253	5182	7859	8036	18284	354	412	1281	1314	1675	2196	11189	89	2982	255	94043	35773	7117	4925	41270	22014	1180	1741	2544	135578	38292	16215	22959	16078	3901	46437	4383	8242	10534	3790	21282	9749	38572	5740	1032	15011	40213	45608	3067	19583	3235	6312	27549	2448	1578	25607	12112	7110	46986	7134	39546	54066	1391091.5
hsa-miR-30e-5p	4179	2269	817	407	754	876	26323	84512	2886	203	276	6434	104	10	21	43	37	6	20	1514	3817	1031	261	10275	674	4191	374	250	263	30	10	10	5	767	69	1273	590	1133	987	2424	36539	43703	40737	3255	29723	56156	44962	69342	49861	82	29	943	1624	296	241	1026	33	1287	368	10262	11092	4075	1063	24239	12877	1837	439	1681	18385	13539	7576	15903	14415	73277	37908	3273	6298	4697	311	10694	31743	38737	1566	1347	596	21258	40141	1088	649	57	2272	39335	23360	129	10465	2220	116380	1314	12282	221159	1011	1381265.5
hsa-miR-99b-5p	65488	28595	15947	11524	12590	33635	13697	40710	15362	71008	1794	30229	3651	458	690	736	755	235	562	8154	17008	11090	1031	34707	991	29578	2006	4386	3110	605	425	414	263	65511	1412	42537	11849	45956	26095	750	6656	20610	10206	864	32445	5151	7340	43600	10956	1421	302	2055	1538	2996	8942	21314	697	3663	845	35086	17071	3495	2053	7721	5841	1623	1256	2279	22063	17562	14374	11215	3261	42363	20522	2005	2747	2257	1296	9230	32856	25761	2206	1664	3447	8066	13158	3071	5333	1285	15387	32494	1526	629	5238	6633	25725	8963	2987	81936	13512	1354338.8599999999
hsa-miR-483-5p	575	391	40	117	237	1749	463	672	285	12187	1186	101	18	174	682	1165	154	71	73	0	93	18	199	292	0	54	20	59	61	633	377	102	59	106485	765	98859	130096	120151	116143	1901	7148	12164	13483	3177	45266	5493	9166	23141	11239	92631	31	298	1049	19027	81202	141346	41483	750	277	40011	50425	10634	2907	2570	8084	520	366	741	8572	9026	40854	22902	4485	280	2672	994	1238	434	21	2644	1086	1665	718	947	47	5481	4532	1695	51	31	1000	2288	115	5	2078	436	174	116	643	1204	210	1339980.0
hsa-miR-30c-5p	4419	4095	1955	1381	1249	2960	24266	65718	10814	4221	806	24124	491	32	137	65	58	14	41	173	978	119	28	2641	305	1512	152	1870	680	70	44	37	25	1848	243	9770	706	6530	4372	1904	60236	90103	75274	5043	46216	39743	46131	99142	26793	278	112	979	2114	1379	889	1160	65	3198	1090	7419	3698	1349	1479	8895	4117	1778	1306	2311	5924	4869	3100	3010	8734	56605	19501	2515	2395	2665	1522	7502	35604	21453	661	1719	5303	9234	15890	1111	5854	559	544	37084	17347	577	5190	5083	73564	4963	11094	149037	1459	1234825.4
hsa-miR-375-3p	89041	33414	11908	25750	19381	6818	2147	2787	12748	11982	718	55995	4901	66	585	111	126	66	76	17744	58853	42027	8138	118749	7745	104906	17711	259	6250	647	65	58	32	56496	644	27375	12619	60643	23633	551	90	461	438	98	4194	164	295	152	233	2037	193	170	363	3569	6423	12714	1222	129	69	11527	3717	1165	468	855	3845	160	138	370	3741	4997	3395	2128	6517	290	18050	1687	3714	11960	438	8575	3480	8515	1568	1276	494	7866	22883	2531	1816	92	5526	18521	352	149	46460	1988	1798	7010	3440	30960	5166	1136407.0
hsa-miR-100-5p	135358	57245	16492	12180	26508	35874	1638	3110	32745	65794	3328	20029	4559	2206	1788	3430	3227	1101	2412	6807	9578	3640	1276	18753	795	18885	1421	1614	1539	1875	1994	2084	1120	35992	5318	31643	15041	24450	17611	856	1415	3953	2864	725	15071	1570	3125	7478	6340	533	1118	5636	4316	1697	6070	18024	253	11251	1293	55419	14976	2426	2435	27516	7896	4841	5120	9594	48796	59416	7838	12675	6945	2273	12680	2440	4226	3549	623	7684	1974	7924	2280	812	1280	9229	14897	2225	1796	1050	2143	8788	820	431	11077	5333	5037	3674	2914	20702	7044	1134821.03
hsa-miR-125b-5p	40600	17695	7309	8449	7063	5962	3572	5824	13923	10173	2664	26065	2581	608	986	847	876	309	608	1345	2419	761	408	7303	2247	1995	389	2600	4474	890	540	516	327	10094	1871	24084	11541	18921	10455	972	2085	10214	6519	1463	78767	1585	5419	6817	18499	2183	588	11561	15450	2488	6319	12099	680	26017	2849	109716	51902	8565	12714	36413	32613	13267	10858	21474	63279	38125	46950	24753	5932	1546	13319	2346	4617	1821	1312	10407	4745	7240	1036	936	3245	10003	13881	3420	5525	241	879	10509	2716	820	8235	5333	2512	10141	4647	8675	11860	1100400.7599999995
hsa-miR-127-3p	601	569	95	175	400	4262	18184	18156	545	15798	202	230	9	148	96	223	221	69	170	311	553	250	85	980	34	471	60	687	603	127	125	134	65	36863	383	46278	9564	34572	48028	3778	20953	63857	62586	5615	44831	22954	31890	232545	21965	4251	42	288	743	3288	12550	15019	5284	436	258	16044	16393	3019	925	11291	7413	97	72	454	41144	11657	12859	7277	1922	27924	18423	1431	636	391	354	1689	9714	7698	634	5270	639	8661	2718	7415	438	440	12345	27254	1820	118	440	3101	12222	1182	1057	13597	2576	1094213.0
hsa-miR-186-5p	11124	7174	4577	3692	6106	5326	17298	76554	10223	11799	311	16852	1062	11	59	49	26	18	33	354	953	259	176	2554	569	1106	213	190	188	43	21	29	11	1191	96	1936	730	1925	1904	3310	22154	40489	27640	4690	31773	31850	28840	64936	43110	275	73	301	900	419	778	675	61	1687	137	7285	8202	2607	794	12816	7130	600	504	1161	14163	8166	5373	8003	11461	48984	25517	5726	6539	4779	99	11245	26250	23944	890	2519	214	11276	17398	5411	332	104	2661	33889	18371	117	7125	1098	82584	469	9044	153663	600	1079953.0
hsa-miR-378a-3p	124730	52862	20762	20974	63843	45505	7319	18004	57833	26377	1648	109189	4333	35	663	108	61	155	27	276	1221	217	234	2178	381	2254	245	871	959	341	20	32	8	5003	345	2555	5116	5687	8043	1777	4589	14242	7895	926	10061	14070	12181	21535	15423	1840	68	407	1126	632	2595	3087	3909	1049	277	12191	5128	1320	561	10695	4464	414	416	825	10486	13823	3175	4889	14069	21965	22937	7996	9825	4075	399	16518	11259	20194	5412	3953	744	12165	26273	13496	1340	575	4379	16623	2336	802	7723	4381	29167	2183	4240	31118	4648	1077277.5
hsa-let-7g-5p	8827	4105	2670	894	2525	4306	33399	84334	12286	5583	542	19367	629	42	42	61	60	18	26	225	1259	104	36	3573	242	1251	104	106	231	44	40	31	22	410	123	942	337	758	480	1276	30586	38227	40725	2865	19099	20557	19004	88257	11475	27	46	339	961	113	343	649	25	1292	266	3445	1942	378	206	6898	1121	567	397	1006	3966	3175	1377	1779	12108	82355	18486	3762	6341	3321	154	8546	36742	10692	939	825	241	6116	23702	871	208	102	1613	18446	20256	47	9865	1123	108848	632	3974	201302	428	1074462.4400000002
hsa-miR-200c-3p	166964	102169	38372	22499	25370	33266	1628	2762	35442	43413	2757	89175	12797	24	352	29	68	32	21	3315	16524	2918	216	35316	1021	25350	2007	1369	2364	137	30	17	4	47450	217	43330	14386	49857	25049	309	520	1281	708	84	6176	336	601	1281	1370	568	78	87	449	5553	3455	19563	250	90	79	50471	646	416	2922	2162	2707	38	41	177	917	13055	155	582	1488	2652	1231	243	311	393	1204	672	2173	1011	211	226	2671	462	844	124	2261	299	214	1527	251	345	1076	5913	3435	10129	278	5699	8909	1021389.5
hsa-miR-584-5p	2014	1717	209	1022	1534	22219	55250	90872	1446	41859	43	742	34	23	24	33	28	9	23	22	4	5	8	51	4	36	5	334	351	13	25	30	9	776	51	547	152	658	363	1086	16524	32313	20022	1864	17643	8130	17978	30389	8260	15	22	258	657	49	136	330	2	506	150	300	284	36	26	2792	291	139	126	512	2106	402	107	471	3329	52253	29822	856	1666	2741	163	4804	42924	61478	3408	1542	284	8533	10762	2578	202	188	23330	38712	3407	98	3333	1774	171497	593	3212	138009	1508	999477.0
hsa-miR-23b-3p	13774	9310	4018	2172	2368	4671	43602	54190	6563	10724	1810	14789	1444	107	340	154	149	54	76	617	2648	650	76	4322	383	2962	279	781	1384	206	98	78	50	9723	516	10149	2960	7450	5403	882	11880	30908	33970	1755	23187	5869	18539	45131	10743	540	133	1294	1587	1917	2175	6208	82	2687	459	35332	6306	2597	3027	4067	5987	1244	962	2123	8579	22983	4525	5636	6858	40373	28369	5518	3415	4145	515	16611	44740	33721	1779	2617	1127	12223	20553	3473	1512	209	4150	34610	9344	223	12125	2446	48848	4261	6158	117135	3885	995285.8599999999
hsa-miR-10a-5p	69840	14919	4205	2035	6989	14671	12646	21342	8843	29630	344	8006	1539	181	156	346	324	108	258	3499	5254	3271	1760	23541	2612	17397	1733	11047	6813	167	198	161	106	17994	556	12602	3825	11246	4583	731	1846	6593	3917	644	15399	2769	4074	9246	7067	230	211	1769	2145	867	1748	7450	70	3689	440	57156	7812	986	2968	9277	10057	1632	2146	4417	9759	39617	2685	4415	10156	31163	31132	2634	5038	6367	2195	13347	13981	25936	3273	1057	10455	20728	22512	2458	10851	1610	12062	22632	1924	767	17865	8145	29892	26262	3837	64576	36840	988261.17
hsa-miR-148b-3p	12431	6676	2778	1686	3113	6682	36869	77157	8295	13677	95	13733	712	20	27	49	36	9	38	196	1877	717	22	1670	76	1642	147	132	158	23	28	17	12	532	75	444	120	451	362	2454	15855	19423	16693	2030	8875	20649	19083	62486	15071	24	22	152	682	38	129	264	11	464	59	2346	3309	580	177	7192	2940	143	176	550	5523	3381	1999	2911	5536	99781	22935	2656	2161	1901	44	6570	36662	25899	1442	1196	104	10058	14023	1976	107	82	2900	34876	9703	38	3608	678	98342	322	3687	164095	576	960421.6699999999
hsa-miR-26b-5p	7750	4321	2720	1097	2641	5023	20318	84367	10452	6030	273	13633	561	19	45	29	25	9	11	1881	4651	674	68	14204	415	5000	384	107	239	22	13	9	8	286	64	544	327	583	372	1243	25638	21484	31089	1794	7014	18719	11358	87958	4926	26	10	367	691	117	132	579	3	705	192	1732	536	112	176	2085	433	340	289	678	1311	2215	244	810	6765	86984	10683	1688	1535	1183	144	3373	25819	7842	404	394	138	3316	12676	188	149	107	893	11164	19626	39	3319	681	104045	607	3218	236413	391	957963.51
hsa-miR-185-5p	3402	1760	949	676	1399	2285	22925	67631	3878	9143	697	4536	277	56	45	56	65	32	31	78	135	18	30	486	86	146	16	21	32	186	34	32	15	75	118	121	84	103	135	2541	13970	24892	22190	2741	40927	16151	22412	42724	67882	39	33	46	605	64	235	117	38	188	16	808	1801	379	86	39289	984	54	54	302	11008	1014	1568	2072	24529	47136	32535	11726	19968	6792	12	14921	24800	26703	3814	3714	23	10747	29763	11700	31	20	3649	30221	14704	7	23062	792	53237	51	3690	108824	120	946306.5
hsa-miR-200b-3p	133304	78671	43983	26475	25723	35234	305	969	51976	19449	9748	115001	14697	50	3685	53	236	141	41	14168	18007	6399	1383	73266	4413	37443	6712	1655	1990	1115	99	54	8	17391	1034	20695	8990	21730	11017	443	183	477	413	66	3982	278	272	520	1564	378	89	48	330	2877	3052	9799	227	74	51	29381	1289	872	1300	4268	4261	67	35	149	1955	11042	832	2148	1109	695	479	230	246	510	1102	576	509	293	105	205	2218	236	619	116	2544	449	81	543	118	420	2198	5254	1001	8946	243	2961	7591	931623.67
hsa-miR-27a-3p	23103	9402	5217	2299	6079	6694	6544	44337	15217	4939	734	28205	444	36	64	61	76	27	45	718	600	191	132	2479	608	1243	229	58	82	63	26	25	22	707	172	1113	270	688	547	1413	15403	16642	17638	1257	11619	34865	19383	51360	22822	48	46	649	1237	261	726	782	21	674	100	7060	6111	3236	369	24042	6981	481	147	1306	13734	7534	4347	10921	18345	69065	13478	5287	13297	11655	70	23088	8042	10311	1381	1492	58	5760	16873	1975	58	66	873	10566	9086	24	30134	461	54603	457	5137	137734	452	896522.91
hsa-miR-342-3p	50927	41137	19876	6764	13426	33781	10689	29816	50921	13244	133	123919	2438	28	28	66	31	7	27	429	1874	385	42	2243	314	2615	251	237	260	33	26	27	13	1704	100	4152	774	3360	1878	529	9229	17996	17959	1758	14115	11327	7817	32572	4559	171	99	387	629	562	837	1264	90	1041	222	2648	1204	258	261	1797	573	462	336	728	2965	1062	952	664	7888	49989	16401	3955	9440	3634	125	11679	22113	25625	1028	1364	209	9805	22920	1107	192	57	1637	15992	4862	35	7172	745	38680	780	5720	49444	862	868508.0
hsa-miR-194-5p	761	491	177	71	132	159	1889	8894	403	67	6409	733	30	38	522	18	73	95	5	76	137	26	69	565	161	327	52	275	235	505	26	11	2	76330	899	56874	52263	198544	157551	1818	2291	6894	4683	514	16122	2830	5785	7401	8514	8271	6	59	476	24198	14761	40885	3991	136	26	1258	1021	296	110	4915	607	42	20	234	2416	499	368	342	6560	6905	11441	1395	3105	1627	247	4576	3133	5454	425	355	600	5862	9859	337	2083	563	206	8708	1445	603	13788	1973	8126	1140	1820	31926	1473	863419.0
hsa-miR-144-3p	138	155	210	12	48	106	6760	66730	392	1051	716	102	3	38	17	36	28	15	15	23	20	8	16	122	9	22	3	10	2	36	19	8	10	30	51	52	55	41	50	11523	9920	22558	19757	2394	49188	12116	14676	23717	56272	7	6	9	302	44	174	75	21	53	5	594	1415	192	22	67885	1426	16	39	115	10647	508	727	1747	42879	9830	107237	7361	23235	8765	2	7124	8924	31416	1366	1317	8	10730	54849	1291	4	4	133	45737	15520	0	48918	2637	11353	9	1462	27500	26	854946.0
hsa-miR-652-3p	12457	6216	1942	2025	2969	6645	23705	53095	5952	22575	146	9168	620	15	19	25	22	3	27	67	188	46	17	503	32	545	60	279	204	27	25	19	0	1704	36	1026	577	1325	1262	1863	20632	41271	34147	2846	25325	14679	28688	68623	9145	328	11	174	735	218	421	706	62	505	106	1728	1822	308	231	5423	1152	159	156	508	3519	1341	1293	1069	7790	40532	22946	2769	4137	2739	108	7735	34302	19929	1473	2111	287	7876	11632	4338	326	63	6837	31225	8319	42	5591	1087	50293	605	5021	112250	699	817824.0
hsa-miR-145-5p	333	194	81	49	68	520	5040	12199	359	2964	81	365	15	3	9	24	10	11	5	4	22	6	12	65	2	20	0	67	18	74	5	0	7	41	23	86	193	93	105	2202	5389	45784	14893	2621	176936	14761	10677	21848	121435	98	263	6342	10091	137	174	181	11	29155	86	12680	15734	3800	1624	16090	12239	9865	7794	12187	37395	8320	6853	15875	3831	5348	12675	1886	4106	3114	20	5683	5311	13371	1237	1197	35	8519	14317	1094	14	21	1105	10767	3958	0	13550	561	6092	41	8208	31904	528	805206.0
hsa-miR-199a-5p	41	21	28	10	24	29	22193	74786	50	32	61	49	0	43	31	90	73	27	44	38	10	0	9	53	0	8	0	5	15	42	36	33	25	51	115	87	39	51	81	481	12186	22835	15864	1247	13418	9297	14338	54043	10406	14	17	82	788	43	51	43	3	279	36	7171	4053	862	212	6839	1970	179	189	557	21470	3598	3181	4645	5170	63646	10234	4162	1942	2684	0	8865	17539	14383	956	2706	0	4629	6778	6097	0	0	1541	13143	7864	0	5615	20	114848	0	2402	186156	11	790119.7
hsa-miR-15b-5p	1890	1436	1781	805	1197	2301	7294	64715	3258	2060	107	7299	262	4	8	17	11	6	12	28	40	7	4	416	54	218	14	3	0	18	11	4	3	115	18	180	52	148	122	1132	18220	31210	21679	1327	38537	17247	12007	51782	21772	13	4	37	521	20	95	54	5	136	6	767	1768	475	119	17132	1124	46	28	296	10827	1012	1213	1819	6157	56695	9198	1816	3926	2530	5	4584	8188	5685	585	408	13	2147	7886	603	9	17	350	9173	8075	0	9412	349	112224	50	1774	164479	77	764762.0
hsa-miR-27b-3p	17105	9143	5027	1970	4242	4382	8562	34361	9146	6715	1661	14057	1224	47	109	66	60	33	47	907	1843	296	202	4372	926	1708	117	247	328	91	31	31	33	1516	277	1938	824	1638	1119	1294	9809	16408	21028	1619	19046	10104	11349	28262	33576	61	57	1114	1339	375	814	1454	71	1945	205	24439	15922	7336	1476	29896	12726	1123	726	1897	31707	23098	12395	29328	6249	31435	8834	2301	3522	2496	280	10262	9211	7166	718	901	487	3864	11001	1680	564	141	1220	8538	6931	100	9708	1507	34681	1784	2606	87057	1564	745191.41
hsa-miR-28-3p	45813	15545	5070	6071	7419	15663	24051	37767	10529	13269	508	27739	1500	17	181	49	35	11	19	671	1598	930	86	4364	140	4531	315	304	467	105	16	9	5	8218	199	4185	3008	7194	5323	784	6510	18084	9772	1162	14484	5029	7803	26668	7576	407	29	227	495	485	1190	2674	280	540	83	6130	6935	789	308	4091	3129	200	198	482	14201	5617	4980	3054	3563	35850	15095	1954	2313	2134	83	6836	26670	20899	2102	1669	238	8510	10198	4625	361	53	17071	23002	2797	97	2060	535	57618	857	2980	70996	1032	729518.0
hsa-miR-132-3p	2646	1337	287	350	377	1815	1299	1748	891	6603	64	2339	90	6	10	27	10	5	9	25	339	191	63	629	60	185	48	205	202	13	2	7	3	218	23	269	193	216	140	129	792	2016	1265	146	1361	1108	1240	1285	1144	10	47	258	117	72	385	252	64	490	78	64785	109062	35629	3666	48086	46240	245	133	321	123054	63739	84253	71411	1803	1375	1896	394	610	954	95	1517	1304	1794	211	117	155	1201	2934	282	95	83	226	1923	340	29	2008	919	1361	389	556	4858	870	716126.0
hsa-miR-126-5p	162	116	11	28	36	412	15475	72137	156	3311	26	117	4	21	21	40	30	6	29	67	52	13	2	175	3	63	11	35	22	9	31	11	12	56	62	93	2	63	68	1240	15616	16923	27632	2126	6115	16203	8492	76819	8149	2	2	11	392	8	51	23	0	13	11	395	1004	321	44	3340	1152	20	4	282	4149	1272	355	1775	7189	60133	10111	1088	742	1060	10	2394	18752	12540	261	453	12	5001	14299	323	7	11	974	14149	12525	0	2609	190	75923	23	3461	176896	87	708152.0
hsa-miR-363-3p	4027	2037	806	480	1103	7245	8819	30140	1350	21705	57	2614	63	12	25	22	16	4	4	3669	8251	7450	465	20409	2226	47248	3244	693	1306	31	13	5	2	505	65	271	429	426	454	2867	6983	27306	13661	2185	38086	10340	18183	55158	36024	53	35	258	492	75	204	430	29	417	166	432	1075	135	20	27006	694	211	154	470	8027	546	437	612	5333	22649	21652	3278	6947	3135	227	4894	9907	16535	1470	544	453	8903	16892	2359	369	263	2473	20028	4694	77	6581	2304	39432	1266	2088	50266	1706	687187.0
hsa-miR-192-5p	2254	975	593	513	591	2308	3930	16058	996	12089	10951	1349	126	23	1085	44	108	66	32	92	288	52	104	907	110	767	59	613	770	946	36	21	8	29638	1234	27846	42781	79246	74631	1837	2005	4549	4469	529	9982	3545	5109	10086	14512	8230	9	128	441	10641	13730	25268	2220	234	156	610	1508	290	59	9974	839	20	39	231	4179	725	894	499	8294	9974	20235	2045	5217	2014	306	13558	7780	12009	1456	728	588	14841	28493	1202	1471	886	598	15990	1838	577	13294	3219	12781	1847	3714	33504	4176	674410.0
hsa-miR-125a-5p	5538	4037	1092	1298	1372	1873	11134	24046	1951	8834	952	4167	337	46	356	76	48	30	42	199	742	149	78	1761	409	681	141	1829	1804	322	29	32	13	8662	413	31681	3829	15593	9537	403	3772	14666	8429	1352	34860	1987	4916	15067	9783	2248	70	1540	2529	3051	5401	9880	382	3015	631	32843	11346	2607	3774	2974	7141	1763	1340	3181	7728	11133	12765	6424	4634	8059	15000	2537	3546	1712	760	10932	27360	16761	1147	1517	1920	6789	15934	2540	3052	162	1790	23731	4245	497	3976	2077	5794	5805	5387	30497	5979	588274.0
hsa-miR-30b-5p	6945	9832	1682	1550	1848	3236	5951	45852	11139	4551	508	21032	1325	2	51	12	12	5	13	445	1623	151	57	4710	833	2269	296	310	150	45	8	4	2	1321	108	4948	407	2841	1765	947	22078	20465	19250	2102	13992	23045	14726	35689	9338	208	19	202	801	570	522	752	23	735	164	2246	1148	315	756	2233	1203	359	249	731	2146	1870	739	762	2222	45509	7430	874	1088	583	290	2323	7732	6445	218	358	1184	2532	4810	250	1021	260	314	12071	12342	145	1919	1539	51889	867	3467	96217	215	584334.7
hsa-miR-92b-3p	43975	29932	8506	7346	5626	13066	5421	3912	10762	34919	69	29554	2822	7	19	16	16	6	12	16	25	13	12	116	13	46	2	383	409	14	9	12	2	41788	46	31019	5084	31381	10402	174	1279	5937	3347	198	12122	672	3125	2064	4440	322	151	2532	889	1686	1542	18714	44	4010	706	37378	10152	3232	4230	3564	5008	2602	1757	3398	9540	9446	8676	5550	3059	2219	13474	235	873	785	221	1335	5781	11552	447	166	555	4837	8889	321	336	137	1703	10649	570	63	1776	1576	2710	956	808	5751	1964	569013.6600000003
hsa-let-7d-3p	3610	2536	438	551	422	885	22266	31037	1513	1906	90	2672	202	13	21	20	18	6	14	21	48	14	10	173	15	75	9	101	71	28	10	11	4	1950	43	3438	599	3612	1857	330	6017	22839	9077	1149	19303	7571	12049	9454	9707	156	49	828	662	433	441	1089	48	2472	43	7996	6539	2364	734	3866	4313	1014	780	1183	5389	3612	5563	4521	8559	13907	34195	1749	4261	3276	65	8850	27432	29985	1396	911	257	15700	24775	2086	237	11	2302	38443	4382	22	8324	482	24949	341	5871	57137	337	552142.0
hsa-miR-1307-3p	5179	2412	839	1306	1954	5032	20192	25228	2295	20288	297	5013	223	29	71	51	23	31	14	96	337	218	281	812	94	279	43	347	346	271	14	19	17	3083	180	1795	924	2249	2163	754	5327	18315	10337	1040	16360	4776	12478	18448	6479	362	0	131	278	118	836	1061	447	204	150	6933	7178	1004	523	2753	2289	50	47	220	7550	3637	7532	3523	4425	19507	17850	3372	3151	1566	154	5510	22248	21908	2808	3475	375	7923	8979	11171	406	141	18695	20040	2828	190	1785	1205	25802	776	2305	39635	1142	494557.0
hsa-miR-409-3p	789	931	82	148	418	3770	13575	12315	710	28822	10	209	5	5	6	20	14	2	4	4	35	6	15	52	0	23	3	171	174	11	13	10	4	6395	18	4842	1983	4560	5860	1201	16002	38152	34290	3137	14073	12177	21658	74633	5529	417	4	80	270	737	1428	2602	403	112	45	5688	4256	837	275	1903	2323	17	23	140	9230	3516	3834	2991	1916	15072	16224	994	394	312	56	1606	8457	6542	459	2337	133	6816	2496	3378	90	91	7578	24875	1796	25	225	780	9946	283	1098	10806	683	473465.0
hsa-miR-324-3p	4228	2405	898	1036	1319	1318	7798	19860	2905	3234	580	3963	257	15	150	35	32	31	15	138	294	78	50	1084	219	389	68	178	199	473	14	22	10	1165	160	1647	1047	1719	1644	948	6259	17450	10335	1250	29060	7160	11060	18467	16387	434	35	129	426	270	1147	625	446	241	58	6621	6892	1743	467	9817	2858	195	54	347	10695	4185	7282	5639	11077	11894	17516	5314	8099	2874	73	7969	9007	10121	1364	1971	215	6506	10066	11150	352	46	1605	15580	3959	108	5042	721	16576	394	2572	33795	553	436178.0
